Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"134Krépin DiattaMonaco, 27, D(LR),M(CLR),FW","Krépin Diatta Monaco, 27, D(LR),M(CLR),FW",22(9),2079,4,2,3,-,1.3,79.4,1.3,1,6.78
"135Himad AbdelliAngers, 26, M(CL),FW","Himad Abdelli Angers, 26, M(CL),FW",24(6),2141,2,2,3,-,0.8,85.1,0.6,3,6.78
"136Rominigue KouaméTroyes, 29, DMC","Rominigue Kouamé Troyes, 29, DMC",31(1),2669,1,1,9,-,0.8,89.1,0.7,1,6.77
"137Brice SambaLens, 32, GK","Brice Samba Lens, 32, GK",37,3330,-,-,3,-,-,73.0,0.2,1,6.77
"138Arnaud NordinMontpellier, 27, M(CLR),FW","Arnaud Nordin Montpellier, 27, M(CLR),FW",30(6),2419,9,3,4,-,1.6,78.0,0.6,1,6.76
"139Danilo PereiraPSG, 34, D(C),DMC","Danilo Pereira PSG, 34, D(C),DMC",27(6),2411,2,-,3,-,0.7,94.6,1.0,-,6.76
"140Guillermo MaripánMonaco, 31, D(C)","Guillermo Maripán Monaco, 31, D(C)",25(1),2160,3,-,4,1,0.6,87.5,1.8,1,6.76
"141Nordi MukielePSG, 28, D(CR),M(R)","Nordi Mukiele PSG, 28, D(CR),M(R)",12(7),1133,-,3,-,-,0.6,88.4,1.1,1,6.76
"142Youcef AtalNice, 29, D(R),M(R)","Youcef Atal Nice, 29, D(R),M(R)",8(10),777,1,-,1,-,0.7,83.6,0.5,1,6.76
"143Melvin BardNice, 25, D(CL),M(L)","Melvin Bard Nice, 25, D(CL),M(L)",28(5),2460,-,-,6,-,0.2,82.3,1.0,-,6.75
"144Sinaly DiomandéLyon, 25, D(CR)","Sinaly Diomandé Lyon, 25, D(CR)",22(2),1959,-,-,2,1,0.4,85.6,2.3,-,6.75
"145Alidu SeiduClermont Foot, 25, D(CR)","Alidu Seidu Clermont Foot, 25, D(CR)",28,2463,-,-,10,1,0.2,86.8,0.9,-,6.75
"146Faitout MaouassaMontpellier, 27, D(L),M(LR)","Faitout Maouassa Montpellier, 27, D(L),M(LR)",23(10),1935,5,5,-,-,1.0,69.7,0.4,-,6.75
"147Jimmy CabotLens, 32, M(LR)","Jimmy Cabot Lens, 32, M(LR)",5(6),508,-,1,2,-,0.5,83.4,0.3,2,6.75
"148Sead KolasinacMarseille, 32, D(CL),DMC,M(L)","Sead Kolasinac Marseille, 32, D(CL),DMC,M(L)",26(7),2219,4,1,3,-,0.7,86.3,1.2,2,6.74
"149VitinhaPSG, 26, M(C)","Vitinha PSG, 26, M(C)",29(7),2461,2,3,3,-,0.9,92.4,0.1,-,6.74
"150Christopher JullienMontpellier, 33, D(C)","Christopher Jullien Montpellier, 33, D(C)",30,2696,-,2,5,-,0.6,83.1,2.9,-,6.74
"151Saîf-Eddine KhaouiClermont Foot, 30, AM(CR)","Saîf-Eddine Khaoui Clermont Foot, 30, AM(CR)",23(11),2036,7,3,4,-,1.4,73.1,0.4,2,6.74
"152Jérémy Le DouaronBrest, 28, AM(L),FW","Jérémy Le Douaron Brest, 28, AM(L),FW",24(8),2080,10,3,1,-,1.7,73.0,1.9,2,6.73
"153Azzedine OunahiAngers, 26, M(CLR)","Azzedine Ounahi Angers, 26, M(CLR)",13(2),1137,-,-,1,-,1.5,88.3,0.3,-,6.73
"154Castello LukebaLyon, 23, D(C)","Castello Lukeba Lyon, 23, D(C)",33(1),2986,2,-,7,1,0.4,90.4,1.1,-,6.73
"155Mama BaldéTroyes, 30, D(R),M(CLR),FW","Mama Baldé Troyes, 30, D(R),M(CLR),FW",30(4),2672,12,3,4,2,2.2,68.1,1.3,3,6.73
"156Gideon MensahAuxerre, 27, D(L),M(L)","Gideon Mensah Auxerre, 27, D(L),M(L)",26,2263,-,-,5,-,0.2,79.6,0.8,2,6.73
"157Ante PalaversaTroyes, 26, DMC","Ante Palaversa Troyes, 26, DMC",0(2),29,1,-,-,-,0.5,93.3,-,-,6.73
"158Sofiane DiopNice, 25, AM(CLR),FW","Sofiane Diop Nice, 25, AM(CLR),FW",14(8),1231,1,4,1,-,1.3,82.5,0.5,1,6.73
"159JubalAuxerre, 32, D(C)","Jubal Auxerre, 32, D(C)",35(2),3216,3,1,7,-,0.5,81.9,2.1,2,6.73
"160Leonardo BalerdiMarseille, 27, D(C)","Leonardo Balerdi Marseille, 27, D(C)",30(5),2643,-,1,9,1,0.3,84.1,2,-,6.73
"161Quentin MerlinNantes, 23, D(L),DMC,M(L)","Quentin Merlin Nantes, 23, D(L),DMC,M(L)",22(2),1803,1,2,2,-,0.6,77.9,0.7,1,6.73
"162Badredine BouananiNice, 21, AM(CR)","Badredine Bouanani Nice, 21, AM(CR)",9(10),861,-,4,-,-,1.3,83.3,0.1,-,6.72
"163Lovro MajerRennes, 28, AM(CR)","Lovro Majer Rennes, 28, AM(CR)",18(14),1670,2,5,3,-,1.1,82.1,0.2,1,6.72
"164Laurent AbergelLorient, 33, DMC","Laurent Abergel Lorient, 33, DMC",28(1),2351,-,1,5,1,0.4,88.7,0.3,-,6.72
"165Deiver MachadoLens, 32, D(L),M(L)","Deiver Machado Lens, 32, D(L),M(L)",26(7),2206,4,3,5,1,0.5,85.7,0.5,2,6.72
"166Warmed OmariRennes, 26, D(C)","Warmed Omari Rennes, 26, D(C)",15(1),1363,-,-,2,1,0.2,92.9,2.3,-,6.72
