Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"14Franck HonoratBorussia M.Gladbach, 29, M(CLR),FW","Franck Honorat Borussia M.Gladbach, 29, M(CLR),FW",18(1),1455,4,7,-,-,1.6,75.5,0.5,1,7.2
"15Mohamed SimakanRBL, 25, D(CR)","Mohamed Simakan RBL, 25, D(CR)",1,55,-,-,-,-,-,81.4,3.0,-,7.14
"16Tom BischofHoffenheim, 20, D(L),M(CR)","Tom Bischof Hoffenheim, 20, D(L),M(CR)",30(1),2567,5,2,5,-,1.6,83.7,0.5,3,7.12
"17Ritsu DoanFreiburg, 27, M(CLR),FW","Ritsu Doan Freiburg, 27, M(CLR),FW",33(1),2876,10,7,2,-,1.8,75.6,0.5,2,7.12
"18Moritz JenzMainz, 26, D(C)","Moritz Jenz Mainz, 26, D(C)",18(1),1602,-,-,4,-,0.5,84.3,3.9,1,7.1
"19Tiago Pereira CardosoBorussia M.Gladbach, 20, GK","Tiago Pereira Cardoso Borussia M.Gladbach, 20, GK",4(1),378,-,-,-,-,-,71.3,0.8,1,7.1
"20Willi OrbánRBL, 33, D(C)","Willi Orbán RBL, 33, D(C)",25,2224,5,-,4,2,0.9,88.0,4.2,3,7.08
"21Alphonso DaviesBayern, 25, D(L),M(LR)","Alphonso Davies Bayern, 25, D(L),M(LR)",17(2),1562,1,2,-,-,0.9,91.1,0.5,-,7.08
"22Leroy SanéBayern, 30, M(CLR),FW","Leroy Sané Bayern, 30, M(CLR),FW",17(13),1634,11,5,2,-,2.2,86.4,0.2,1,7.07
"23Nathaniel BrownEintracht Frankfurt, 22, D(L),M(L)","Nathaniel Brown Eintracht Frankfurt, 22, D(L),M(L)",22(4),1954,3,6,2,-,0.5,85.8,0.2,1,7.06
"24Stefan BellMainz, 34, D(CR)","Stefan Bell Mainz, 34, D(CR)",15(3),1435,-,1,4,-,0.7,79.1,4.7,1,7.06
"25Vincenzo GrifoFreiburg, 33, AM(CL)","Vincenzo Grifo Freiburg, 33, AM(CL)",31(3),2454,8,11,2,-,1.9,82.0,0.4,4,7.05
"26Diogo LeiteUnion Berlin, 27, D(C)","Diogo Leite Union Berlin, 27, D(C)",29(1),2548,1,2,3,-,0.6,79.2,2.7,-,7.03
"27Alejandro GrimaldoLeverkusen, 30, D(L),M(L)","Alejandro Grimaldo Leverkusen, 30, D(L),M(L)",31(1),2647,2,7,4,1,1.4,86.4,0.5,3,7.02
"28Mohammed AmouraWolfsburg, 25, AM(CL),FW","Mohammed Amoura Wolfsburg, 25, AM(CL),FW",29(2),2485,10,9,6,-,2.4,72.8,0.6,3,7.01
"29Kingsley ComanBayern, 29, M(LR),FW","Kingsley Coman Bayern, 29, M(LR),FW",14(14),1285,5,4,-,-,1.6,88.6,0.4,-,7.0
"30Jens StageWerder Bremen, 29, DMC","Jens Stage Werder Bremen, 29, DMC",26(2),2213,10,5,10,-,1.6,78.5,1.2,2,6.99
"31Kim Min-JaeBayern, 29, D(C)","Kim Min-Jae Bayern, 29, D(C)",27,2289,2,-,2,-,0.3,92.6,3.0,1,6.98
"32Romano SchmidWerder Bremen, 26, AM(CLR),FW","Romano Schmid Werder Bremen, 26, AM(CLR),FW",32,2846,5,4,4,-,1.5,79.0,0.8,3,6.98
"33Marius MüllerWolfsburg, 32, GK","Marius Müller Wolfsburg, 32, GK",5(1),474,-,-,-,-,-,66.1,0.7,-,6.97
"34Rasmus KristensenEintracht Frankfurt, 28, D(CR),M(R)","Rasmus Kristensen Eintracht Frankfurt, 28, D(CR),M(R)",28(2),2516,5,3,4,-,0.8,79.3,1.5,2,6.97
"35Marvin DuckschWerder Bremen, 32, AM(C),FW","Marvin Ducksch Werder Bremen, 32, AM(C),FW",30(2),2439,8,8,3,-,2.3,70.6,0.6,4,6.97
"36Patrick MainkaFC Heidenheim, 31, D(C)","Patrick Mainka FC Heidenheim, 31, D(C)",34,3060,1,-,4,-,0.7,85.8,3.2,2,6.97
"37Robin KochEintracht Frankfurt, 29, D(C),DMC","Robin Koch Eintracht Frankfurt, 29, D(C),DMC",30,2589,3,-,3,-,0.5,90.8,3.6,-,6.96
"38Jonathan BurkardtMainz, 25, AM(CR),FW","Jonathan Burkardt Mainz, 25, AM(CR),FW",28(1),2126,18,2,-,-,2.5,74.6,0.7,4,6.96
"39Patrik SchickLeverkusen, 30, AM(R),FW","Patrik Schick Leverkusen, 30, AM(R),FW",19(12),1687,21,-,4,-,2.2,78.4,1.5,6,6.96
"40Waldemar AntonBorussia Dortmund, 29, D(CR),DMC","Waldemar Anton Borussia Dortmund, 29, D(CR),DMC",22(4),1948,2,2,4,-,0.7,91.5,1.8,2,6.95
"41Denis VavroWolfsburg, 30, D(C)","Denis Vavro Wolfsburg, 30, D(C)",27(2),2462,2,-,4,-,0.9,87.6,2.8,2,6.95
"42Anton StachHoffenheim, 27, D(C),M(C)","Anton Stach Hoffenheim, 27, D(C),M(C)",29(1),2590,1,2,8,-,1.2,83.4,1.8,-,6.95
"43Nico ElvediBorussia M.Gladbach, 29, D(CLR)","Nico Elvedi Borussia M.Gladbach, 29, D(CLR)",25,2138,1,1,1,-,0.5,92.2,2.1,1,6.94
"44Angelo StillerStuttgart, 25, DMC","Angelo Stiller Stuttgart, 25, DMC",31(1),2743,1,8,6,-,0.7,89.9,0.7,3,6.94
"45Anthony CaciMainz, 28, D(CLR),M(LR)","Anthony Caci Mainz, 28, D(CLR),M(LR)",33,2706,1,7,6,-,1,75.1,1.1,2,6.94
"46Moritz NicolasBorussia M.Gladbach, 28, GK","Moritz Nicolas Borussia M.Gladbach, 28, GK",19,1640,-,-,-,-,-,82.9,0.4,1,6.94
"47Raphaël GuerreiroBayern, 32, D(LR),M(CL)","Raphaël Guerreiro Bayern, 32, D(LR),M(CL)",19(4),1583,4,3,2,-,0.9,90.0,0.3,1,6.93
"48Alexis Claude-MauriceAugsburg, 27, AM(CL),FW","Alexis Claude-Maurice Augsburg, 27, AM(CL),FW",25(3),2125,9,2,4,-,2.1,84.6,0.5,3,6.93
"49Dominik KohrMainz, 32, D(C),DMC","Dominik Kohr Mainz, 32, D(C),DMC",28,2306,2,-,11,1,0.5,82.2,1.4,1,6.93
"50Granit XhakaLeverkusen, 33, D(L),M(C)","Granit Xhaka Leverkusen, 33, D(L),M(C)",33,2892,2,7,3,-,0.6,90.8,1.3,-,6.93
"51Jamie GittensBorussia Dortmund, 21, AM(CLR)","Jamie Gittens Borussia Dortmund, 21, AM(CLR)",21(11),1786,8,3,4,-,1.6,82.5,0.2,1,6.92
"52Alexander BernhardssonHolstein Kiel, 27, M(CR),FW","Alexander Bernhardsson Holstein Kiel, 27, M(CR),FW",15(4),1271,7,2,3,-,1.4,63.6,1.0,2,6.92
"53Benjamin SeskoRBL, 22, AM(C),FW","Benjamin Sesko RBL, 22, AM(C),FW",30(3),2399,13,5,-,1,2.1,68.2,2.1,3,6.92
"54Eric DierBayern, 32, D(CR),DMC","Eric Dier Bayern, 32, D(CR),DMC",16(5),1461,2,1,1,-,0.4,94.0,2.5,-,6.92
"55Kaishu SanoMainz, 25, DMC","Kaishu Sano Mainz, 25, DMC",34,3044,-,-,3,-,0.6,80.9,2.5,-,6.92
"56Cédric ZesigerAugsburg, 27, D(C)","Cédric Zesiger Augsburg, 27, D(C)",15,1228,-,2,5,1,0.7,79.7,1.8,1,6.91
"57Finn DahmenAugsburg, 28, GK","Finn Dahmen Augsburg, 28, GK",19,1710,-,-,-,-,-,67.5,0.3,-,6.91
"58Kauã SantosEintracht Frankfurt, 23, GK","Kauã Santos Eintracht Frankfurt, 23, GK",8(1),765,-,-,-,-,-,66.7,0.9,1,6.91
"59Karim AdeyemiBorussia Dortmund, 24, AM(CLR),FW","Karim Adeyemi Borussia Dortmund, 24, AM(CLR),FW",17(8),1441,7,6,4,-,1.8,78.4,0.4,1,6.9
"60Piero HincapiéLeverkusen, 24, D(CL),M(L)","Piero Hincapié Leverkusen, 24, D(CL),M(L)",28(4),2670,2,2,8,-,0.7,89.4,2.1,2,6.9
"61Daniel SvenssonBorussia Dortmund, 24, D(L),M(L)","Daniel Svensson Borussia Dortmund, 24, D(L),M(L)",8(4),779,1,3,-,-,0.5,82.5,0.5,-,6.9
"62Chrislain MatsimaAugsburg, 23, D(C)","Chrislain Matsima Augsburg, 23, D(C)",28(2),2551,1,1,4,-,0.5,86.5,2.3,3,6.9
"63Adam HlozekHoffenheim, 23, AM(CLR),FW","Adam Hlozek Hoffenheim, 23, AM(CLR),FW",22(5),1876,8,3,2,-,2.2,70.9,1.5,4,6.89
"64David RaumRBL, 28, D(L),M(LR)","David Raum RBL, 28, D(L),M(LR)",22(1),1790,1,5,5,-,0.4,78.6,0.6,1,6.89
"65Péter GulácsiRBL, 35, GK","Péter Gulácsi RBL, 35, GK",30,2633,-,-,-,-,-,79.4,0.4,2,6.89
"66Maximilian ArnoldWolfsburg, 31, M(CR)","Maximilian Arnold Wolfsburg, 31, M(CR)",27(1),2359,3,5,7,1,1,84.1,0.5,1,6.89
"67Serge GnabryBayern, 30, AM(CLR),FW","Serge Gnabry Bayern, 30, AM(CLR),FW",13(14),1236,7,5,-,-,1.8,85.9,0.1,-,6.88
"68Robin ZentnerMainz, 31, GK","Robin Zentner Mainz, 31, GK",32,2880,-,-,3,-,-,59.0,0.3,1,6.87
"69Paul NebelMainz, 23, AM(CR)","Paul Nebel Mainz, 23, AM(CR)",26(5),2349,10,4,3,1,1.4,78.2,0.6,4,6.87
"70Rocco ReitzBorussia M.Gladbach, 23, M(C)","Rocco Reitz Borussia M.Gladbach, 23, M(C)",21(6),1842,2,1,1,-,0.9,79.6,0.7,1,6.87
"71Lee Jae-SungMainz, 33, AM(CLR),FW","Lee Jae-Sung Mainz, 33, AM(CLR),FW",31(2),2665,7,6,4,-,1.2,80.0,1.5,1,6.86
"72Mitchell WeiserWerder Bremen, 32, D(R),M(CR)","Mitchell Weiser Werder Bremen, 32, D(R),M(CR)",32,2870,5,8,7,1,1.3,74.6,1.1,2,6.86
"73Dimitrios GiannoulisAugsburg, 30, D(L),M(L)","Dimitrios Giannoulis Augsburg, 30, D(L),M(L)",31,2655,1,4,8,-,0.4,77.6,0.3,-,6.85
"74Marco FriedlWerder Bremen, 28, D(CL),M(L)","Marco Friedl Werder Bremen, 28, D(CL),M(L)",25(1),2165,-,-,8,2,0.2,90.4,1.8,2,6.85
"75Nico SchlotterbeckBorussia Dortmund, 26, D(C)","Nico Schlotterbeck Borussia Dortmund, 26, D(C)",23,1984,-,4,5,2,0.7,89.6,2.3,1,6.85
"76Jonathan TahLeverkusen, 30, D(C)","Jonathan Tah Leverkusen, 30, D(C)",33,2970,3,-,3,-,0.7,93.1,2.3,-,6.84
"77Nick WoltemadeStuttgart, 24, AM(C),FW","Nick Woltemade Stuttgart, 24, AM(C),FW",17(11),1621,12,2,3,1,1.8,71.6,1.8,1,6.84
"78Frederik RønnowUnion Berlin, 33, GK","Frederik Rønnow Union Berlin, 33, GK",28,2520,-,-,2,-,-,63.9,0.6,4,6.84
"79Aleksandar PavlovicBayern, 21, DMC","Aleksandar Pavlovic Bayern, 21, DMC",18(3),1457,1,-,2,-,0.4,93.5,0.6,-,6.84
"80Victor BonifaceLeverkusen, 25, FW","Victor Boniface Leverkusen, 25, FW",12(7),1011,8,1,2,-,2.7,71.5,1.7,2,6.83
"81Deniz UndavStuttgart, 29, AM(C),FW","Deniz Undav Stuttgart, 29, AM(C),FW",20(7),1729,9,3,4,-,2.8,74.8,0.9,1,6.83
"82Morgan GuilavoguiSt. Pauli, 28, AM(CLR),FW","Morgan Guilavogui St. Pauli, 28, AM(CLR),FW",21(4),1817,6,2,6,-,1.6,67.4,2.7,2,6.82
"83Patrick WimmerWolfsburg, 24, M(CLR),FW","Patrick Wimmer Wolfsburg, 24, M(CLR),FW",22(7),1782,3,4,5,1,1.4,67.8,1.3,2,6.82
"84Thomas DähneHolstein Kiel, 32, GK","Thomas Dähne Holstein Kiel, 32, GK",9,810,-,-,-,-,-,73.2,0.7,-,6.82
"85Arthur TheateEintracht Frankfurt, 25, D(CL)","Arthur Theate Eintracht Frankfurt, 25, D(CL)",31,2709,-,-,3,1,1.2,84.4,1.7,2,6.82
"86Jackson IrvineSt. Pauli, 33, M(CL)","Jackson Irvine St. Pauli, 33, M(CL)",29,2610,-,6,2,-,1.4,71.8,3.0,1,6.82
"87Ramy BensebainiBorussia Dortmund, 31, D(CL),DMC,M(L)","Ramy Bensebaini Borussia Dortmund, 31, D(CL),DMC,M(L)",23(8),2026,1,6,6,-,0.6,87.3,1.3,2,6.82
"88BernardoBochum, 30, D(CLR),M(L)","Bernardo Bochum, 30, D(CLR),M(L)",19(2),1736,-,-,5,-,0.3,75.0,4.0,1,6.82
"89Julian BrandtBorussia Dortmund, 29, M(CLR),FW","Julian Brandt Borussia Dortmund, 29, M(CLR),FW",28(2),2319,5,10,1,-,1.5,82.6,0.4,1,6.82
"90Julian RyersonBorussia Dortmund, 28, D(CLR),M(CLR)","Julian Ryerson Borussia Dortmund, 28, D(CLR),M(CLR)",27(2),2272,2,3,4,1,0.6,89.5,0.4,-,6.81
"91Jeffrey GouweleeuwAugsburg, 34, D(C)","Jeffrey Gouweleeuw Augsburg, 34, D(C)",33,2945,1,4,9,-,0.5,83.6,1.9,1,6.81
"92Atakan KarazorStuttgart, 29, D(C),DMC","Atakan Karazor Stuttgart, 29, D(C),DMC",31(1),2627,2,4,8,1,0.4,87.1,1.8,1,6.81
"93Lucas HölerFreiburg, 31, AM(CLR),FW","Lucas Höler Freiburg, 31, AM(CLR),FW",21(10),1870,6,4,3,-,1.1,67.0,2.6,2,6.8
"94Leo ØstigårdHoffenheim, 26, D(C)","Leo Østigård Hoffenheim, 26, D(C)",11,928,-,-,-,1,0.5,84.1,5.5,1,6.8
"95Leon GoretzkaBayern, 31, M(CR)","Leon Goretzka Bayern, 31, M(CR)",13(13),1318,4,1,2,-,1.2,90.6,1.2,-,6.8
"96Jeff ChabotStuttgart, 28, D(C)","Jeff Chabot Stuttgart, 28, D(C)",27(4),2274,3,1,9,1,0.6,90.0,2.6,-,6.8
"97TutaEintracht Frankfurt, 26, D(C),DMC","Tuta Eintracht Frankfurt, 26, D(C),DMC",26(4),2277,2,1,8,-,0.4,88.2,1.5,1,6.8
"98Philipp HofmannBochum, 33, FW","Philipp Hofmann Bochum, 33, FW",27(4),2243,3,2,4,-,1.7,64.7,5.3,1,6.79
"99Ko ItakuraBorussia M.Gladbach, 29, D(C),DMC","Ko Itakura Borussia M.Gladbach, 29, D(C),DMC",31,2790,3,-,5,-,0.7,89.5,2.1,-,6.79
"100Jonas WindWolfsburg, 27, AM(C),FW","Jonas Wind Wolfsburg, 27, AM(C),FW",21(10),1972,9,3,2,-,1.3,71.5,3.2,2,6.78
"101Noah AtuboluFreiburg, 23, GK","Noah Atubolu Freiburg, 23, GK",26,2308,-,-,2,-,-,71.9,0.4,1,6.78
"102Pascal GroßBorussia Dortmund, 34, D(LR),M(CR),FW","Pascal Groß Borussia Dortmund, 34, D(LR),M(CR),FW",28(2),2339,-,10,5,1,0.9,85.9,0.8,-,6.77
"103Ivan OrdetsBochum, 33, D(C)","Ivan Ordets Bochum, 33, D(C)",21(1),1818,-,-,6,-,0.5,81.1,3.9,1,6.77
"104Nikola VasiljSt. Pauli, 30, GK","Nikola Vasilj St. Pauli, 30, GK",33,2970,-,-,-,1,-,71.6,0.3,3,6.77
"105Felix NmechaBorussia Dortmund, 25, M(C)","Felix Nmecha Borussia Dortmund, 25, M(C)",19(7),1512,4,1,3,-,0.7,88.7,0.9,2,6.77
"106Ridle BakuWolfsburg, 28, D(R),M(CR)","Ridle Baku Wolfsburg, 28, D(R),M(CR)",14(1),1175,2,1,2,-,1.2,78.0,0.3,1,6.76
"107David OdoguWolfsburg, 19, Defender","David Odogu Wolfsburg, 19, Defender",2(1),194,-,-,-,-,0.7,87.9,3.0,-,6.76
"108Felix AguWerder Bremen, 26, D(LR),M(LR)","Felix Agu Werder Bremen, 26, D(LR),M(LR)",21(1),1763,3,-,1,-,0.4,81.1,1.0,1,6.76
"109Ibrahima SissokoBochum, 28, D(C),DMC","Ibrahima Sissoko Bochum, 28, D(C),DMC",30(2),2625,2,1,9,1,0.8,76.0,2.4,2,6.75
"110Léo ScienzaFC Heidenheim, 27, AM(CL)","Léo Scienza FC Heidenheim, 27, AM(CL)",13(12),1158,3,3,1,-,1.5,74.1,0.1,2,6.75
"111Marius BülterHoffenheim, 33, D(R),M(CLR),FW","Marius Bülter Hoffenheim, 33, D(R),M(CLR),FW",22(3),1742,7,2,4,-,1.5,73.4,0.7,1,6.75
"112Lukas KüblerFreiburg, 33, D(CLR),M(R)","Lukas Kübler Freiburg, 33, D(CLR),M(R)",22(6),1849,5,1,5,-,0.6,79.2,1.6,3,6.75
"113Loïs OpendaRBL, 26, AM(C),FW","Loïs Openda RBL, 26, AM(C),FW",28(5),2465,9,5,3,1,2.4,66.7,0.6,1,6.75
"114Matús BeroBochum, 30, M(CLR),FW","Matús Bero Bochum, 30, M(CLR),FW",29(1),2526,5,1,10,-,1.1,74.4,0.8,1,6.75
"115Castello LukebaRBL, 23, D(C)","Castello Lukeba RBL, 23, D(C)",18(5),1577,-,-,2,-,0.2,86.5,1.1,1,6.75
"116Ridle BakuRBL, 28, D(R),M(CR)","Ridle Baku RBL, 28, D(R),M(CR)",15(4),1280,2,3,1,-,0.9,78.2,0.6,-,6.74
"117Andrej KramaricHoffenheim, 34, AM(CLR),FW","Andrej Kramaric Hoffenheim, 34, AM(CLR),FW",32,2782,11,8,4,-,2.2,83.5,0.3,2,6.74
"118Sven UlreichBayern, 37, GK","Sven Ulreich Bayern, 37, GK",1,90,-,-,-,-,-,80.8,-,-,6.74
"119Jan SchöppnerFC Heidenheim, 26, M(C)","Jan Schöppner FC Heidenheim, 26, M(C)",32(1),2690,4,3,8,-,1.2,75.0,1.8,2,6.74
"120Robin HackBorussia M.Gladbach, 27, AM(CLR),FW","Robin Hack Borussia M.Gladbach, 27, AM(CLR),FW",27(6),2189,4,7,4,-,1.8,79.5,0.6,2,6.74
"121Maximilian BeierBorussia Dortmund, 23, AM(CLR),FW","Maximilian Beier Borussia Dortmund, 23, AM(CLR),FW",17(12),1592,8,5,2,-,1.4,72.6,0.8,2,6.74
"122Marvin PieringerFC Heidenheim, 26, AM(C),FW","Marvin Pieringer FC Heidenheim, 26, AM(C),FW",26(5),2224,7,3,7,-,1.9,66.9,2.4,1,6.73
"123Ansgar KnauffEintracht Frankfurt, 24, M(CLR),FW","Ansgar Knauff Eintracht Frankfurt, 24, M(CLR),FW",18(12),1604,4,5,3,-,1.0,68.5,0.6,2,6.73
"124John TolkinHolstein Kiel, 23, D(L),M(L)","John Tolkin Holstein Kiel, 23, D(L),M(L)",9(2),694,-,1,-,-,0.3,74.2,0.7,-,6.73
"125Matthias GinterFreiburg, 32, D(CR),DMC","Matthias Ginter Freiburg, 32, D(CR),DMC",28(4),2560,2,1,5,-,0.8,83.5,3.1,-,6.73
"126Frans KrätzigFC Heidenheim, 23, D(L),M(L)","Frans Krätzig FC Heidenheim, 23, D(L),M(L)",15(1),1225,1,2,1,-,0.6,80.8,0.2,-,6.73
"127Keven SchlotterbeckAugsburg, 28, D(C)","Keven Schlotterbeck Augsburg, 28, D(C)",15(3),1298,3,1,2,1,0.7,85.0,2.2,1,6.73
"128Antonio NusaRBL, 21, M(CLR)","Antonio Nusa RBL, 21, M(CLR)",16(9),1557,3,3,-,-,1.0,77.8,0.4,-,6.73
"129Maximilian EggesteinFreiburg, 29, M(CR)","Maximilian Eggestein Freiburg, 29, M(CR)",33,2855,2,-,4,-,1.1,84.0,1.8,1,6.73
"130Karol MetsSt. Pauli, 32, D(C),DMC","Karol Mets St. Pauli, 32, D(C),DMC",10,900,-,-,1,-,0.3,83.6,2.4,-,6.73
"131Eric SmithSt. Pauli, 29, D(C),DMC","Eric Smith St. Pauli, 29, D(C),DMC",32,2829,1,1,7,-,0.8,84.3,1.0,-,6.72
"132Hiroki ItoBayern, 26, D(CL)","Hiroki Ito Bayern, 26, D(CL)",3(3),249,1,-,1,-,0.2,86.5,0.8,-,6.72
"133Christopher TrimmelUnion Berlin, 39, D(CR),M(R)","Christopher Trimmel Union Berlin, 39, D(CR),M(R)",20(6),1746,-,3,5,-,0.3,66.2,0.9,-,6.72
"134Konstantinos KoulierakisWolfsburg, 22, D(C)","Konstantinos Koulierakis Wolfsburg, 22, D(C)",28(2),2470,-,2,4,-,0.7,83.8,2.0,-,6.71
"135Alassane PléaBorussia M.Gladbach, 33, AM(CLR),FW","Alassane Pléa Borussia M.Gladbach, 33, AM(CLR),FW",24(6),1916,11,4,3,-,1.4,75.6,0.5,2,6.71
"136Matej KovárLeverkusen, 25, GK","Matej Kovár Leverkusen, 25, GK",5,450,-,-,-,-,-,82.3,0.4,-,6.7
"137Kamil GrabaraWolfsburg, 27, GK","Kamil Grabara Wolfsburg, 27, GK",29,2586,-,-,2,-,-,66.4,0.3,2,6.7
"138Niklas StarkWerder Bremen, 31, D(C),DMC","Niklas Stark Werder Bremen, 31, D(C),DMC",25(1),2113,-,1,4,1,0.5,85.8,1.8,-,6.7
"139Josip StanisicBayern, 26, D(CLR),M(R)","Josip Stanisic Bayern, 26, D(CLR),M(R)",9(5),873,-,2,-,-,0.1,92.3,0.8,-,6.7
"140Florian GrillitschHoffenheim, 30, D(C),M(CL)","Florian Grillitsch Hoffenheim, 30, D(C),M(CL)",8,605,-,-,1,-,0.8,86.9,1.0,-,6.69
"141Exequiel PalaciosLeverkusen, 27, M(C)","Exequiel Palacios Leverkusen, 27, M(C)",11(13),1149,1,6,2,-,0.5,90.2,-,2,6.69
"142Senne LynenWerder Bremen, 27, DMC","Senne Lynen Werder Bremen, 27, DMC",32,2747,-,1,9,-,0.8,83.4,0.8,-,6.69
"143Jeremie FrimpongLeverkusen, 25, D(R),M(R)","Jeremie Frimpong Leverkusen, 25, D(R),M(R)",25(8),2328,5,5,4,-,1,84.0,0.4,1,6.69
"144Enzo MillotStuttgart, 23, M(CR)","Enzo Millot Stuttgart, 23, M(CR)",22(7),1853,6,5,9,-,1.5,87.3,0.3,1,6.68
"145Leonidas StergiouStuttgart, 24, D(R)","Leonidas Stergiou Stuttgart, 24, D(R)",11(1),857,1,2,-,1,0.3,83.3,0.5,-,6.68
"146Jamie LewelingStuttgart, 25, M(CLR),FW","Jamie Leweling Stuttgart, 25, M(CLR),FW",22(5),1678,2,2,4,-,1.1,76.9,0.2,-,6.68
"147Mario HermosoLeverkusen, 30, D(CL)","Mario Hermoso Leverkusen, 30, D(CL)",3(1),292,-,-,-,-,1,87.9,2.3,-,6.68
"148Ermedin DemirovicStuttgart, 28, AM(CL),FW","Ermedin Demirovic Stuttgart, 28, AM(CL),FW",20(14),1857,15,1,2,-,1.9,71.5,1,2,6.68
"149Hennes BehrensHoffenheim, 21, D(L)","Hennes Behrens Hoffenheim, 21, D(L)",0(1),28,-,-,-,-,-,71.4,1,-,6.68
"150Kevin StögerBorussia M.Gladbach, 32, M(CL)","Kevin Stöger Borussia M.Gladbach, 32, M(CL)",16(15),1547,3,4,3,-,0.8,81.7,0.2,-,6.68
"151Benjamin HenrichsRBL, 29, D(LR),DMC,M(LR)","Benjamin Henrichs RBL, 29, D(LR),DMC,M(LR)",10(5),935,-,2,3,-,0.7,76.7,0.6,1,6.68
"152Budu ZivzivadzeFC Heidenheim, 32, FW","Budu Zivzivadze FC Heidenheim, 32, FW",10(5),957,2,2,-,-,1.5,69.5,1.5,2,6.67
"153Andrej IlicUnion Berlin, 26, FW","Andrej Ilic Union Berlin, 26, FW",11(5),946,7,-,1,-,1.8,58.5,3.3,1,6.67
"154Danilho DoekhiUnion Berlin, 27, D(C)","Danilho Doekhi Union Berlin, 27, D(C)",34,3060,1,-,4,-,0.9,79.1,2.8,-,6.67
"155Phillipp MweneMainz, 32, D(LR),M(LR)","Phillipp Mwene Mainz, 32, D(LR),M(LR)",32,2620,1,4,7,-,0.7,77.1,0.6,-,6.66
"156Kevin TrappEintracht Frankfurt, 35, GK","Kevin Trapp Eintracht Frankfurt, 35, GK",26,2296,-,-,-,-,-,69.5,0.2,-,6.66
"157Oliver BaumannHoffenheim, 35, GK","Oliver Baumann Hoffenheim, 35, GK",28,2520,-,-,1,-,-,65.6,0.3,2,6.66
"158Mario GötzeEintracht Frankfurt, 33, M(CLR),FW","Mario Götze Eintracht Frankfurt, 33, M(CLR),FW",18(6),1549,3,2,1,-,0.3,81.1,0.1,-,6.66
"159Aleix GarcíaLeverkusen, 28, M(C)","Aleix García Leverkusen, 28, M(C)",17(11),1451,3,4,3,-,0.5,91.1,0.1,1,6.66
"160Emre CanBorussia Dortmund, 32, D(CLR),DMC","Emre Can Borussia Dortmund, 32, D(CLR),DMC",23(8),2102,3,-,4,1,0.3,90.1,1.5,-,6.66
"161Julian WeiglBorussia M.Gladbach, 30, D(C),DMC","Julian Weigl Borussia M.Gladbach, 30, D(C),DMC",33,2888,-,2,8,-,0.6,89.1,1.2,-,6.65
"162Amos PieperWerder Bremen, 28, D(C)","Amos Pieper Werder Bremen, 28, D(C)",16(7),1501,-,-,3,-,0.3,85.1,1.8,-,6.65
