Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"12Jonas HofmannBorussia M.Gladbach, 33, D(R),M(CLR),FW","Jonas Hofmann Borussia M.Gladbach, 33, D(R),M(CLR),FW",30(1),2693,12,9,2,-,1.5,80.9,0.4,7,7.25
"13Sébastien HallerBorussia Dortmund, 31, FW","Sébastien Haller Borussia Dortmund, 31, FW",15(4),1232,9,3,1,-,1.8,70.5,2.2,1,7.21
"14Donyell MalenBorussia Dortmund, 27, AM(CLR),FW","Donyell Malen Borussia Dortmund, 27, AM(CLR),FW",22(4),1724,9,5,-,-,2.5,80.4,0.2,3,7.2
"15Julien DuranvilleBorussia Dortmund, 19, Forward","Julien Duranville Borussia Dortmund, 19, Forward",0(1),28,-,-,-,-,1.0,77.8,-,-,7.2
"16Kingsley ComanBayern, 29, M(LR),FW","Kingsley Coman Bayern, 29, M(LR),FW",16(8),1421,8,5,-,1,2.0,84.7,0.5,4,7.2
"17João CanceloBayern, 31, D(LR),M(LR)","João Cancelo Bayern, 31, D(LR),M(LR)",11(4),1015,1,4,3,-,0.8,85.1,1.1,-,7.2
"18Eric Choupo-MotingBayern, 37, M(CLR),FW","Eric Choupo-Moting Bayern, 37, M(CLR),FW",14(5),1117,10,2,-,-,1.6,77.6,0.9,3,7.19
"19Benjamin PavardBayern, 30, D(CLR),M(R)","Benjamin Pavard Bayern, 30, D(CLR),M(R)",27(3),2432,4,1,6,-,1.1,89.9,2.1,2,7.17
"20Alphonso DaviesBayern, 25, D(L),M(LR)","Alphonso Davies Bayern, 25, D(L),M(LR)",24(2),2049,1,4,-,-,0.7,87.2,0.2,2,7.14
"21Florian WirtzLeverkusen, 22, AM(CLR),FW","Florian Wirtz Leverkusen, 22, AM(CLR),FW",11(6),1092,1,6,4,-,0.4,78.5,0.1,3,7.14
"22Yann SommerBorussia M.Gladbach, 37, GK","Yann Sommer Borussia M.Gladbach, 37, GK",10,900,-,-,-,-,-,80.5,-,2,7.13
"23Thomas MüllerBayern, 36, M(CLR),FW","Thomas Müller Bayern, 36, M(CLR),FW",21(6),1672,7,8,-,-,1.7,77.4,1.4,1,7.12
"24Jeff ChabotFC Koln, 28, D(C)","Jeff Chabot FC Koln, 28, D(C)",21,1806,-,2,3,-,0.7,82.7,4.3,2,7.12
"25Jeremie FrimpongLeverkusen, 25, D(R),M(R)","Jeremie Frimpong Leverkusen, 25, D(R),M(R)",32(2),2723,8,7,4,-,1.1,81.2,0.4,4,7.12
"26Michael GregoritschFreiburg, 32, AM(CLR),FW","Michael Gregoritsch Freiburg, 32, AM(CLR),FW",27(3),2173,10,4,6,-,2.2,56.6,4.7,5,7.11
"27Serge GnabryBayern, 30, AM(CLR),FW","Serge Gnabry Bayern, 30, AM(CLR),FW",22(12),1943,14,5,-,-,2.4,82.3,0.3,4,7.1
"28Marcus ThuramBorussia M.Gladbach, 28, AM(L),FW","Marcus Thuram Borussia M.Gladbach, 28, AM(L),FW",28(2),2519,13,6,3,-,3.1,75.2,1.4,4,7.09
"29Leroy SanéBayern, 30, M(CLR),FW","Leroy Sané Bayern, 30, M(CLR),FW",20(12),2012,8,7,4,-,2.4,82.8,0.2,1,7.09
"30Nico SchlotterbeckBorussia Dortmund, 26, D(C)","Nico Schlotterbeck Borussia Dortmund, 26, D(C)",27(1),2255,4,5,3,-,0.6,86.8,2.1,-,7.09
"31Frederik WintherAugsburg, 25, D(C)","Frederik Winther Augsburg, 25, D(C)",1,90,-,1,-,-,-,62.9,6.0,-,7.08
"32Florian KainzFC Koln, 33, M(CLR)","Florian Kainz FC Koln, 33, M(CLR)",31(1),2372,6,10,4,1,1.7,72.6,0.3,3,7.06
"33Moussa DiabyLeverkusen, 26, M(CLR),FW","Moussa Diaby Leverkusen, 26, M(CLR),FW",33,2716,9,8,4,-,2.4,79.2,0.1,3,7.06
"34Willi OrbánRBL, 33, D(C)","Willi Orbán RBL, 33, D(C)",33,2951,4,-,3,-,0.8,89.1,3.4,-,7.04
"35Ellyes SkhiriFC Koln, 30, DMC","Ellyes Skhiri FC Koln, 30, DMC",32,2857,7,1,5,-,1,88.4,1.3,2,7.04
"36Maximilian ArnoldWolfsburg, 31, M(CR)","Maximilian Arnold Wolfsburg, 31, M(CR)",32,2775,5,3,5,-,1.1,83.2,1.0,2,7.02
"37Frederik RønnowUnion Berlin, 33, GK","Frederik Rønnow Union Berlin, 33, GK",29,2610,-,-,2,-,-,66.8,0.3,3,7.01
"38Borna SosaStuttgart, 28, D(L),M(L)","Borna Sosa Stuttgart, 28, D(L),M(L)",22(3),1961,2,7,5,-,0.6,82.2,0.6,2,7.01
"39Philipp HofmannBochum, 33, FW","Philipp Hofmann Bochum, 33, FW",31(3),2643,8,2,5,-,1.5,58.9,6.3,3,7.0
"40Konstantinos MavropanosStuttgart, 28, D(CR)","Konstantinos Mavropanos Stuttgart, 28, D(CR)",26(2),2288,2,1,7,1,1.7,83.5,2.9,2,7.0
"41Paulo OtávioWolfsburg, 31, D(L),M(L)","Paulo Otávio Wolfsburg, 31, D(L),M(L)",25,2051,-,5,7,-,0.8,75.2,1.1,1,7.0
"42Marvin DuckschWerder Bremen, 32, AM(C),FW","Marvin Ducksch Werder Bremen, 32, AM(C),FW",34,2867,12,6,4,-,2.8,69.2,0.7,2,7.0
"43Patrick WimmerWolfsburg, 24, M(CLR),FW","Patrick Wimmer Wolfsburg, 24, M(CLR),FW",23(3),1665,4,8,7,-,1.2,65.5,0.8,-,6.99
"44Jonas HectorFC Koln, 35, D(L),M(CL)","Jonas Hector FC Koln, 35, D(L),M(CL)",32,2826,-,2,3,-,0.8,79.7,1.8,1,6.99
"45Danilho DoekhiUnion Berlin, 27, D(C)","Danilho Doekhi Union Berlin, 27, D(C)",25,2218,5,1,-,-,0.7,80.0,2.4,4,6.99
"46Mats HummelsBorussia Dortmund, 37, D(C)","Mats Hummels Borussia Dortmund, 37, D(C)",24(6),2022,1,-,4,-,0.6,87.7,2.4,-,6.98
"47Wataru EndoStuttgart, 33, DMC","Wataru Endo Stuttgart, 33, DMC",33,2925,5,4,3,-,1.4,79.7,2.3,1,6.97
"48Ørjan NylandRBL, 35, GK","Ørjan Nyland RBL, 35, GK",2,180,-,1,-,-,-,74.2,-,-,6.97
"49Ludovic AjorqueMainz, 32, FW","Ludovic Ajorque Mainz, 32, FW",15(2),1220,6,1,5,-,1.9,59.4,5.4,2,6.97
"50Ramy BensebainiBorussia M.Gladbach, 31, D(CL),DMC,M(L)","Ramy Bensebaini Borussia M.Gladbach, 31, D(CL),DMC,M(L)",28,2487,6,1,5,1,1.5,77.8,2.5,1,6.96
"51Matthias GinterFreiburg, 32, D(CR),DMC","Matthias Ginter Freiburg, 32, D(CR),DMC",34,3060,4,1,3,-,0.6,82.9,3.5,1,6.95
"52Ralf FährmannSchalke, 37, GK","Ralf Fährmann Schalke, 37, GK",12,1026,-,-,-,-,-,65.5,0.2,-,6.94
"53Diant RamajEintracht Frankfurt, 24, GK","Diant Ramaj Eintracht Frankfurt, 24, GK",1,90,-,-,-,-,-,77.8,1.0,-,6.94
"54Mitchell WeiserWerder Bremen, 32, D(R),M(CR)","Mitchell Weiser Werder Bremen, 32, D(R),M(CR)",29(1),2520,2,9,7,-,0.9,70.0,0.8,2,6.93
"55Matthijs de LigtBayern, 26, D(C)","Matthijs de Ligt Bayern, 26, D(C)",27(4),2405,3,1,4,-,0.7,91.3,3.1,-,6.93
"56Dani OlmoRBL, 27, AM(CLR),FW","Dani Olmo RBL, 27, AM(CLR),FW",15(8),1285,2,5,2,-,1.9,77.4,0.3,2,6.92
"57Christoph BaumgartnerHoffenheim, 26, AM(CLR),FW","Christoph Baumgartner Hoffenheim, 26, AM(CLR),FW",33,2582,7,3,7,-,2,68.3,2.2,1,6.91
"58Sheraldo BeckerUnion Berlin, 31, AM(CLR),FW","Sheraldo Becker Union Berlin, 31, AM(CLR),FW",33(1),2582,11,7,4,-,2,68.9,0.5,3,6.91
"59Michael ZettererWerder Bremen, 30, GK","Michael Zetterer Werder Bremen, 30, GK",1(1),151,-,-,-,-,-,62.5,0.5,-,6.91
"60Rodrigo ZalazarSchalke, 26, M(CLR)","Rodrigo Zalazar Schalke, 26, M(CLR)",15(7),1326,1,6,4,-,1.7,68.6,1.1,3,6.9
"61Ritsu DoanFreiburg, 27, M(CLR),FW","Ritsu Doan Freiburg, 27, M(CLR),FW",30(3),2445,5,4,3,-,1.7,72.2,0.3,-,6.9
"62Finn DahmenMainz, 28, GK","Finn Dahmen Mainz, 28, GK",8,720,-,-,-,-,-,60.7,0.9,2,6.9
"63Timo HübersFC Koln, 29, D(C)","Timo Hübers FC Koln, 29, D(C)",28(1),2558,3,-,8,-,0.5,82.4,3.3,1,6.89
"64Leon GoretzkaBayern, 31, M(CR)","Leon Goretzka Bayern, 31, M(CR)",22(5),1738,3,2,5,-,1.5,82.8,1.7,1,6.89
"65Julian RyersonUnion Berlin, 28, D(CLR),M(CLR)","Julian Ryerson Union Berlin, 28, D(CLR),M(CLR)",12(1),1042,-,-,2,-,1.2,73.5,0.4,-,6.88
"66Emre CanBorussia Dortmund, 32, D(CLR),DMC","Emre Can Borussia Dortmund, 32, D(CLR),DMC",20(7),1896,2,1,8,-,0.6,89.7,1.1,1,6.88
"67Lucas TousartHertha Berlin, 28, M(C)","Lucas Tousart Hertha Berlin, 28, M(C)",33,2948,5,2,1,-,1.3,61.7,2.8,3,6.87
"68Andreas Hanche-OlsenMainz, 29, D(CR)","Andreas Hanche-Olsen Mainz, 29, D(CR)",17,1497,1,2,5,-,0.4,71.9,4.1,-,6.87
"69Robin KnocheUnion Berlin, 33, D(C)","Robin Knoche Union Berlin, 33, D(C)",32,2874,2,3,4,-,0.3,81.3,1.8,1,6.87
"70Sasa KalajdzicStuttgart, 28, FW","Sasa Kalajdzic Stuttgart, 28, FW",3,235,-,3,1,-,1.7,63.5,3.0,-,6.87
"71Marc Oliver KempfHertha Berlin, 31, D(C)","Marc Oliver Kempf Hertha Berlin, 31, D(C)",31,2713,1,-,5,-,0.5,78.0,4.3,1,6.87
"72Noussair MazraouiBayern, 28, D(CLR),M(R)","Noussair Mazraoui Bayern, 28, D(CLR),M(R)",11(8),1072,1,4,-,-,0.4,86.9,0.9,-,6.86
"73Konrad LaimerRBL, 28, D(LR),M(CR)","Konrad Laimer RBL, 28, D(LR),M(CR)",17(4),1474,3,-,8,-,1.0,80.5,0.1,1,6.86
"74Felix NmechaWolfsburg, 25, M(C)","Felix Nmecha Wolfsburg, 25, M(C)",19(11),1841,3,5,3,-,1.2,76.7,1.5,1,6.86
"75Karim AdeyemiBorussia Dortmund, 24, AM(CLR),FW","Karim Adeyemi Borussia Dortmund, 24, AM(CLR),FW",20(4),1399,6,5,9,-,1.6,77.2,0.4,1,6.86
"76Sadio ManéBayern, 34, AM(CLR),FW","Sadio Mané Bayern, 34, AM(CLR),FW",18(7),1432,7,5,2,-,2.2,76.4,0.9,-,6.86
"77Anton StachMainz, 27, D(C),M(C)","Anton Stach Mainz, 27, D(C),M(C)",22(8),2078,1,4,4,-,1.2,72.2,2.4,1,6.85
"78Dodi LukébakioHertha Berlin, 28, AM(CLR),FW","Dodi Lukébakio Hertha Berlin, 28, AM(CLR),FW",27(5),2407,11,3,8,-,2.0,73.9,0.5,3,6.85
"79Robert AndrichLeverkusen, 31, D(C),M(C)","Robert Andrich Leverkusen, 31, D(C),M(C)",28(1),2409,2,2,8,-,1.0,83.9,1.9,-,6.85
"80Lucas HölerFreiburg, 31, AM(CLR),FW","Lucas Höler Freiburg, 31, AM(CLR),FW",16(10),1508,5,2,1,-,1.2,66.3,2.7,2,6.84
"81Kevin StögerBochum, 32, M(CL)","Kevin Stöger Bochum, 32, M(CL)",29(3),2610,5,3,3,-,1.5,74.2,0.3,2,6.84
"82Kevin BehrensUnion Berlin, 35, FW","Kevin Behrens Union Berlin, 35, FW",17(16),1536,8,1,6,-,1.1,59.6,5.4,4,6.83
"83Jan OlschowskyBorussia M.Gladbach, 24, Goalkeeper","Jan Olschowsky Borussia M.Gladbach, 24, Goalkeeper",4,360,-,-,-,-,-,79.1,-,-,6.83
"84Georginio RutterHoffenheim, 24, AM(CR),FW","Georginio Rutter Hoffenheim, 24, AM(CR),FW",11(4),1010,2,2,2,-,1.8,63.9,0.7,1,6.83
"85Ihlas BebouHoffenheim, 32, M(CLR),FW","Ihlas Bebou Hoffenheim, 32, M(CLR),FW",17(2),1423,7,-,2,-,1.5,68.3,1.5,3,6.83
"86Manuel NeuerBayern, 40, GK","Manuel Neuer Bayern, 40, GK",12,1080,-,-,-,-,0.2,87.0,0.3,-,6.82
"87Karim OnisiwoMainz, 34, AM(CLR),FW","Karim Onisiwo Mainz, 34, AM(CLR),FW",28(3),2549,10,2,4,-,2.2,60.1,1.8,2,6.82
"88Soichiro KozukiSchalke, 25, AM(R)","Soichiro Kozuki Schalke, 25, AM(R)",5,383,1,-,1,-,2.8,68.1,0.6,-,6.82
"89Timo WernerRBL, 30, AM(CLR),FW","Timo Werner RBL, 30, AM(CLR),FW",23(4),1948,9,3,2,-,2.3,76.6,0.2,4,6.82
"90Exequiel PalaciosLeverkusen, 27, M(C)","Exequiel Palacios Leverkusen, 27, M(C)",19(6),1656,4,2,4,-,0.8,85.4,0.5,3,6.82
"91Marius WolfBorussia Dortmund, 30, D(R),M(CLR)","Marius Wolf Borussia Dortmund, 30, D(R),M(CLR)",17(8),1570,1,1,2,-,0.9,80.0,0.2,3,6.81
"92Aurélio ButaEintracht Frankfurt, 29, D(R),M(R)","Aurélio Buta Eintracht Frankfurt, 29, D(R),M(R)",15(3),1325,3,2,3,-,0.5,77.9,1.2,-,6.81
"93Manu KonéBorussia M.Gladbach, 24, DMC","Manu Koné Borussia M.Gladbach, 24, DMC",30,2620,1,1,12,-,0.9,87.3,0.5,-,6.81
"94Philipp LienhartFreiburg, 29, D(C)","Philipp Lienhart Freiburg, 29, D(C)",27(2),2498,1,-,3,-,0.6,85.4,2.2,1,6.81
"95Lukas KüblerFreiburg, 33, D(CLR),M(R)","Lukas Kübler Freiburg, 33, D(CLR),M(R)",19(3),1648,2,1,1,-,0.4,70.1,1.1,-,6.81
"96Lars StindlBorussia M.Gladbach, 37, M(CLR),FW","Lars Stindl Borussia M.Gladbach, 37, M(CLR),FW",20(9),1745,8,7,9,-,1.7,81.6,0.3,-,6.81
"97Daichi KamadaEintracht Frankfurt, 29, AM(CLR),FW","Daichi Kamada Eintracht Frankfurt, 29, AM(CLR),FW",25(7),2271,9,6,3,-,1.4,83.3,0.6,2,6.8
"98Rafal GikiewiczAugsburg, 38, GK","Rafal Gikiewicz Augsburg, 38, GK",23,2070,-,-,3,-,-,71.0,0.3,3,6.8
"99Tomás KoubekAugsburg, 33, GK","Tomás Koubek Augsburg, 33, GK",11,990,-,-,-,-,-,65.2,0.7,1,6.8
"100Mark FlekkenFreiburg, 32, GK","Mark Flekken Freiburg, 32, GK",34,3060,-,-,-,-,-,68.5,0.2,2,6.8
"101Niklas SüleBorussia Dortmund, 30, D(CR)","Niklas Süle Borussia Dortmund, 30, D(CR)",23(6),2116,2,3,2,-,1.1,91.3,1.1,-,6.8
"102Julian RyersonBorussia Dortmund, 28, D(CLR),M(CLR)","Julian Ryerson Borussia Dortmund, 28, D(CLR),M(CLR)",17,1417,1,-,2,-,0.6,83.6,0.8,-,6.8
"103Nicolas HöflerFreiburg, 36, D(C),DMC","Nicolas Höfler Freiburg, 36, D(C),DMC",32,2822,-,1,9,1,0.7,83.2,2.2,1,6.79
"104Gregor KobelBorussia Dortmund, 28, GK","Gregor Kobel Borussia Dortmund, 28, GK",27,2430,-,-,-,-,-,81.1,0.2,1,6.79
"105Florian NiederlechnerAugsburg, 35, AM(CR),FW","Florian Niederlechner Augsburg, 35, AM(CR),FW",10(4),912,4,1,1,-,2,60.4,2.1,-,6.79
"106Josip JuranovicUnion Berlin, 30, D(LR),M(LR)","Josip Juranovic Union Berlin, 30, D(LR),M(LR)",10(2),932,2,1,-,-,0.6,69.4,0.3,1,6.79
"107Lee Jae-SungMainz, 33, AM(CLR),FW","Lee Jae-Sung Mainz, 33, AM(CLR),FW",24(10),1904,7,4,2,-,1,74.4,1.1,3,6.78
"108Koen CasteelsWolfsburg, 33, GK","Koen Casteels Wolfsburg, 33, GK",34,3060,-,-,-,-,-,74.0,0.1,2,6.78
"109Christopher TrimmelUnion Berlin, 39, D(CR),M(R)","Christopher Trimmel Union Berlin, 39, D(CR),M(R)",20(5),1811,-,6,1,-,0.6,66.8,0.9,-,6.77
"110Serhou GuirassyStuttgart, 30, AM(L),FW","Serhou Guirassy Stuttgart, 30, AM(L),FW",20(2),1653,11,-,2,1,2.2,74.3,1.9,1,6.76
"111Benjamin HenrichsRBL, 29, D(LR),DMC,M(LR)","Benjamin Henrichs RBL, 29, D(LR),DMC,M(LR)",23(7),2188,2,2,8,-,1,78.2,0.8,-,6.76
"112Ermedin DemirovicAugsburg, 28, AM(CL),FW","Ermedin Demirovic Augsburg, 28, AM(CL),FW",30,2383,8,4,7,1,2.1,51.0,2.2,2,6.76
"113Stefan BellMainz, 34, D(CR)","Stefan Bell Mainz, 34, D(CR)",26(4),2395,-,-,9,-,0.2,77.0,3.4,1,6.76
"114Abdou DialloRBL, 29, D(CL)","Abdou Diallo RBL, 29, D(CL)",5(3),476,1,-,2,-,0.5,85.1,1.5,-,6.76
"115Ko ItakuraBorussia M.Gladbach, 29, D(C),DMC","Ko Itakura Borussia M.Gladbach, 29, D(C),DMC",22(2),1982,-,2,1,2,0.5,91.0,1.8,-,6.76
"116Leandro BarreiroMainz, 26, M(C)","Leandro Barreiro Mainz, 26, M(C)",25(6),2144,4,3,5,-,1,69.0,1.3,2,6.75
"117Gabriel VidovicBayern, 22, AM(L)","Gabriel Vidovic Bayern, 22, AM(L)",0(1),18,-,1,-,-,-,76.9,-,-,6.74
"118Hrvoje SmolcicEintracht Frankfurt, 25, D(C)","Hrvoje Smolcic Eintracht Frankfurt, 25, D(C)",4(5),467,-,-,-,-,0.3,80.7,3,1,6.73
"119Ridle BakuWolfsburg, 28, D(R),M(CR)","Ridle Baku Wolfsburg, 28, D(R),M(CR)",29(4),2582,5,3,6,-,0.8,78.9,0.7,1,6.73
"120Moritz JenzSchalke, 26, D(C)","Moritz Jenz Schalke, 26, D(C)",11,946,-,-,5,-,0.9,76.7,3.1,-,6.73
"121AngeliñoHoffenheim, 29, D(CL),M(L)","Angeliño Hoffenheim, 29, D(CL),M(L)",30(3),2622,-,9,2,-,0.6,68.2,0.5,1,6.73
"122Marcin KaminskiSchalke, 34, D(C)","Marcin Kaminski Schalke, 34, D(C)",7(1),631,2,-,-,-,0.5,82.4,3.6,-,6.73
"123Marius BülterSchalke, 33, D(R),M(CLR),FW","Marius Bülter Schalke, 33, D(R),M(CLR),FW",30(3),2605,11,1,5,-,2.1,64.2,1.3,2,6.72
"124TutaEintracht Frankfurt, 26, D(C),DMC","Tuta Eintracht Frankfurt, 26, D(C),DMC",30(1),2717,2,1,8,-,0.5,80.4,1.6,1,6.72
"125Ivan OrdetsBochum, 33, D(C)","Ivan Ordets Bochum, 33, D(C)",28(2),2450,-,-,4,-,0.6,72.9,4.6,-,6.72
"126Junior Dina EbimbeEintracht Frankfurt, 25, M(CLR)","Junior Dina Ebimbe Eintracht Frankfurt, 25, M(CLR)",10(9),1061,3,1,4,-,1.4,72.7,1.2,1,6.71
"127Dayot UpamecanoBayern, 27, D(C)","Dayot Upamecano Bayern, 27, D(C)",27(2),2348,-,1,6,1,0.2,90.8,1.6,-,6.71
"128Luca PellegriniEintracht Frankfurt, 27, D(L),M(L)","Luca Pellegrini Eintracht Frankfurt, 27, D(L),M(L)",7(2),559,-,-,1,-,1.6,72.7,0.6,-,6.71
"129John Anthony BrooksHoffenheim, 33, D(C)","John Anthony Brooks Hoffenheim, 33, D(C)",15,1350,-,-,4,-,0.5,81.0,4.3,-,6.71
"130Jakub KaminskiWolfsburg, 23, M(CLR)","Jakub Kaminski Wolfsburg, 23, M(CLR)",25(6),2074,4,2,-,-,1.3,76.4,0.4,1,6.7
"131Marco RichterHertha Berlin, 28, M(CLR),FW","Marco Richter Hertha Berlin, 28, M(CLR),FW",21(8),1844,6,5,8,-,1.7,67.3,0.4,2,6.7
"132Kevin AkpogumaHoffenheim, 31, D(CR),M(R)","Kevin Akpoguma Hoffenheim, 31, D(CR),M(R)",21(7),1952,-,-,11,-,0.3,79.8,2.0,-,6.7
"133Oliver BaumannHoffenheim, 35, GK","Oliver Baumann Hoffenheim, 35, GK",34,3060,-,-,2,-,-,72.3,0.5,2,6.7
"134Amine AdliLeverkusen, 25, AM(CLR),FW","Amine Adli Leverkusen, 25, AM(CLR),FW",16(10),1443,5,3,2,2,1.4,78.1,1.1,1,6.7
"135Jonas OmlinBorussia M.Gladbach, 32, GK","Jonas Omlin Borussia M.Gladbach, 32, GK",15,1291,-,-,-,-,-,78.6,0.3,1,6.7
"136Anthony LosillaBochum, 40, D(C),DMC","Anthony Losilla Bochum, 40, D(C),DMC",31,2725,2,2,6,1,0.9,68.3,3.0,1,6.7
"137Xaver SchlagerRBL, 28, M(C)","Xaver Schlager RBL, 28, M(C)",16(6),1505,1,1,2,-,0.2,83.8,0.6,1,6.69
"138Kerem DemirbayLeverkusen, 32, M(C)","Kerem Demirbay Leverkusen, 32, M(C)",17(8),1548,4,3,5,-,1.2,82.5,0.4,2,6.69
"139Hiroki ItoStuttgart, 26, D(CL)","Hiroki Ito Stuttgart, 26, D(CL)",29(1),2563,1,1,5,-,0.7,83.0,1.3,-,6.69
"140Anthony CaciMainz, 28, D(CLR),M(LR)","Anthony Caci Mainz, 28, D(CLR),M(LR)",23(8),2036,2,1,4,-,0.3,74.2,0.7,-,6.69
"141Mërgim BerishaAugsburg, 27, AM(C),FW","Mërgim Berisha Augsburg, 27, AM(C),FW",20(3),1688,9,4,7,1,2.4,54.0,1.7,4,6.69
"142Marco ReusBorussia Dortmund, 36, M(CLR),FW","Marco Reus Borussia Dortmund, 36, M(CLR),FW",14(11),1352,6,4,4,-,1.5,81.1,0.5,1,6.69
"143Nico ElvediBorussia M.Gladbach, 29, D(CLR)","Nico Elvedi Borussia M.Gladbach, 29, D(CLR)",32,2828,3,-,2,-,0.6,91.7,2.3,1,6.69
"144Eric MartelFC Koln, 23, D(C),DMC","Eric Martel FC Koln, 23, D(C),DMC",23(6),2024,1,1,6,-,1.0,79.7,2.0,-,6.68
"145Davie SelkeFC Koln, 31, FW","Davie Selke FC Koln, 31, FW",12(5),877,5,-,2,-,1.6,58.4,3.8,2,6.68
"146Ozan KabakHoffenheim, 26, D(C)","Ozan Kabak Hoffenheim, 26, D(C)",28(2),2395,2,2,8,2,0.8,83.4,2.7,1,6.68
"147Maximilian EggesteinFreiburg, 29, M(CR)","Maximilian Eggestein Freiburg, 29, M(CR)",27(4),2459,1,2,6,-,0.5,77.5,1.9,-,6.68
"148Philipp MaxEintracht Frankfurt, 32, D(L),M(L)","Philipp Max Eintracht Frankfurt, 32, D(L),M(L)",8(2),698,-,1,1,-,0.9,80.5,0.5,-,6.68
"149Jonas WindWolfsburg, 27, AM(C),FW","Jonas Wind Wolfsburg, 27, AM(C),FW",15(9),1294,6,-,1,-,1.3,67.2,2.5,2,6.68
"150Jamie GittensBorussia Dortmund, 21, AM(CLR)","Jamie Gittens Borussia Dortmund, 21, AM(CLR)",4(11),527,3,1,1,-,1.6,77.3,0.6,-,6.67
"151Evan NdickaEintracht Frankfurt, 26, D(CL)","Evan Ndicka Eintracht Frankfurt, 26, D(CL)",30,2693,1,-,4,-,0.6,86.4,2.6,1,6.67
"152Josko GvardiolRBL, 24, D(CL)","Josko Gvardiol RBL, 24, D(CL)",24(6),2171,1,-,2,-,0.5,89.3,1.4,1,6.67
"153Marco FriedlWerder Bremen, 28, D(CL),M(L)","Marco Friedl Werder Bremen, 28, D(CL),M(L)",30,2597,-,-,8,1,0.2,82.3,1.6,-,6.67
"154André HahnAugsburg, 35, AM(CLR),FW","André Hahn Augsburg, 35, AM(CLR),FW",4(3),389,2,-,1,-,1.0,43.2,1.9,-,6.67
"155Piero HincapiéLeverkusen, 24, D(CL),M(L)","Piero Hincapié Leverkusen, 24, D(CL),M(L)",27(3),2466,1,1,9,3,0.6,83.2,2,-,6.66
"156Jesper LindstrømEintracht Frankfurt, 26, AM(CLR),FW","Jesper Lindstrøm Eintracht Frankfurt, 26, AM(CLR),FW",22(5),1696,7,2,2,-,1.7,67.9,0.2,2,6.66
"157Patrik SchickLeverkusen, 30, AM(R),FW","Patrik Schick Leverkusen, 30, AM(R),FW",10(4),941,3,1,-,-,2.4,69.8,2.1,-,6.66
"158Aarón MartínMainz, 29, D(L),M(L)","Aarón Martín Mainz, 29, D(L),M(L)",20(8),1848,5,3,3,-,0.7,80.5,-,1,6.66
"159Tom KraußSchalke, 24, DMC","Tom Krauß Schalke, 24, DMC",31(1),2531,2,-,8,-,0.8,73.3,0.8,-,6.66
"160Micky van de VenWolfsburg, 25, D(CL)","Micky van de Ven Wolfsburg, 25, D(CL)",33,2970,1,1,5,-,0.5,88.3,1.1,1,6.66
"161Suat SerdarHertha Berlin, 29, M(CLR)","Suat Serdar Hertha Berlin, 29, M(CLR)",24(8),2034,4,2,7,-,0.7,70.6,0.9,1,6.66
"162Maxence LacroixWolfsburg, 26, D(C)","Maxence Lacroix Wolfsburg, 26, D(C)",18(6),1628,1,-,1,-,0.2,87.3,2.1,1,6.66
