Player,Player.1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"24Assane DiaoComo, 20, AM(LR)","Assane Diao Como, 20, AM(LR)",14(1),1259,8,1,2,-,1.9,82.9,1.2,2,7.03
"25Renato VeigaJuventus, 22, D(CL)","Renato Veiga Juventus, 22, D(CL)",12(1),1094,-,1,2,-,0.9,88.0,2.1,1,7.03
"26Amir RrahmaniNapoli, 32, D(CL)","Amir Rrahmani Napoli, 32, D(CL)",38,3406,1,3,2,-,0.7,91.0,3.4,2,7.03
"27Riccardo OrsoliniBologna, 29, M(CR),FW","Riccardo Orsolini Bologna, 29, M(CR),FW",23(7),1889,15,4,2,-,2.5,70.9,0.8,4,7.02
"28Matías SouléRoma, 23, M(CR),FW","Matías Soulé Roma, 23, M(CR),FW",22(5),1792,5,5,3,-,1.6,87.3,0.4,4,7.01
"29Florian ThauvinUdinese, 33, M(CLR),FW","Florian Thauvin Udinese, 33, M(CLR),FW",24(1),1971,8,3,-,-,2.2,78.5,0.2,4,7.01
"30Raoul BellanovaTorino, 25, D(R),M(R)","Raoul Bellanova Torino, 25, D(R),M(R)",1,88,-,-,-,-,1.0,83.3,1.0,-,7.01
"31Kenan YildizJuventus, 20, AM(CLR),FW","Kenan Yildiz Juventus, 20, AM(CLR),FW",28(7),2413,7,4,2,1,1.7,86.2,0.2,5,7.01
"32Marten de RoonAtalanta, 35, D(C),DMC","Marten de Roon Atalanta, 35, D(C),DMC",34(2),3059,4,4,5,-,0.4,87.1,1.3,-,6.99
"33Nuno TavaresLazio, 26, D(L),M(L)","Nuno Tavares Lazio, 26, D(L),M(L)",22(1),1701,-,8,2,1,1.2,84.1,0.5,3,6.99
"34Tijjani ReijndersAC Milan, 27, M(C)","Tijjani Reijnders AC Milan, 27, M(C)",36(1),3132,10,4,2,1,2.1,89.5,0.1,4,6.99
"35Pablo MaríFiorentina, 32, D(C)","Pablo Marí Fiorentina, 32, D(C)",12(1),1098,-,-,2,-,0.4,92.0,2.4,1,6.98
"36Frank AnguissaNapoli, 30, M(C)","Frank Anguissa Napoli, 30, M(C)",32(3),2858,6,4,5,-,1.3,85.5,1.9,7,6.98
"37Christos MandasLazio, 24, GK","Christos Mandas Lazio, 24, GK",9,810,-,-,-,-,-,69.4,0.7,1,6.97
"38Nicolò BarellaInter, 29, AM(C)","Nicolò Barella Inter, 29, AM(C)",28(5),2467,3,6,4,-,1.3,85.1,0.8,3,6.95
"39Alberto PaleariTorino, 33, GK","Alberto Paleari Torino, 33, GK",1,90,-,-,-,-,-,85.2,1.0,-,6.95
"40Kialonda GasparLecce, 28, D(C)","Kialonda Gaspar Lecce, 28, D(C)",24,2143,-,1,3,-,0.7,86.8,4.0,3,6.94
"41Robin GosensFiorentina, 31, D(L),M(CL)","Robin Gosens Fiorentina, 31, D(L),M(CL)",29(3),2529,5,5,6,-,0.7,79.0,2.3,5,6.94
"42Josep MartínezInter, 27, GK","Josep Martínez Inter, 27, GK",5,450,-,-,-,-,-,85.0,0.2,-,6.93
"43Vanja Milinkovic-SavicTorino, 29, GK","Vanja Milinkovic-Savic Torino, 29, GK",37,3330,-,-,3,-,-,64.2,0.4,5,6.93
"44Pietro TerraccianoFiorentina, 36, GK","Pietro Terracciano Fiorentina, 36, GK",3,270,-,-,-,-,-,76.0,-,-,6.93
"45Berat DjimsitiAtalanta, 33, D(C)","Berat Djimsiti Atalanta, 33, D(C)",32(2),2647,1,2,6,-,0.6,88.1,2.7,1,6.92
"46Paulo DybalaRoma, 32, AM(CR),FW","Paulo Dybala Roma, 32, AM(CR),FW",16(8),1420,6,3,2,-,2.1,86.5,0.3,4,6.92
"47Theo HernándezAC Milan, 28, D(CL),M(L)","Theo Hernández AC Milan, 28, D(CL),M(L)",30(3),2699,4,3,4,1,1.3,87.5,1.1,2,6.92
"48ÉdersonAtalanta, 26, M(C)","Éderson Atalanta, 26, M(C)",32(5),2888,4,1,3,1,1.1,87.2,1.5,1,6.92
"49Sebastian WalukiewiczEmpoli, 26, D(CR)","Sebastian Walukiewicz Empoli, 26, D(CR)",2,180,-,-,-,-,-,80.0,2.5,-,6.92
"50Ardian IsmajliEmpoli, 29, D(C)","Ardian Ismajli Empoli, 29, D(C)",29,2510,-,-,3,-,0.2,86.8,2.7,2,6.91
"51Edoardo BoveFiorentina, 23, M(CL)","Edoardo Bove Fiorentina, 23, M(CL)",11(1),857,1,2,3,-,0.6,83.3,1.0,1,6.91
"52Federico DimarcoInter, 28, D(CL),M(L)","Federico Dimarco Inter, 28, D(CL),M(L)",28(5),2163,4,7,3,-,1.7,84.1,0.2,2,6.91
"53Francesco AcerbiInter, 38, D(C)","Francesco Acerbi Inter, 38, D(C)",20(3),1710,-,1,-,-,0.2,92.7,2.7,1,6.91
"54Milan DjuricMonza, 35, FW","Milan Djuric Monza, 35, FW",13(5),1270,4,1,3,-,1.3,49.2,7.4,3,6.91
"55Randal Kolo MuaniJuventus, 27, AM(CLR),FW","Randal Kolo Muani Juventus, 27, AM(CLR),FW",13(3),1164,8,1,-,-,1.6,72.8,0.6,2,6.9
"56Manuel LocatelliJuventus, 28, M(C)","Manuel Locatelli Juventus, 28, M(C)",34(2),2833,2,2,9,-,0.7,88.7,1.0,1,6.9
"57Elia CaprileNapoli, 24, GK","Elia Caprile Napoli, 24, GK",3(1),324,-,-,-,-,-,81.8,0.3,1,6.9
"58Mats HummelsRoma, 37, D(C)","Mats Hummels Roma, 37, D(C)",11(3),920,-,-,1,-,0.6,89.4,1.6,1,6.89
"59Alessandro BastoniInter, 27, D(C)","Alessandro Bastoni Inter, 27, D(C)",31(2),2422,1,5,4,1,0.4,90.5,1.4,-,6.88
"60Gabriel StrefezzaComo, 29, M(CLR),FW","Gabriel Strefezza Como, 29, M(CLR),FW",32(5),2636,6,4,5,-,1.6,82.1,0.3,6,6.88
"61Emerson RoyalAC Milan, 27, D(CLR),M(R)","Emerson Royal AC Milan, 27, D(CLR),M(R)",16(1),1382,-,-,5,-,0.6,90.0,1.5,1,6.88
"62Oumar SoletUdinese, 26, D(C)","Oumar Solet Udinese, 26, D(C)",19,1674,1,2,1,1,0.6,89.3,1.1,2,6.88
"63Diego CoppolaVerona, 22, D(C)","Diego Coppola Verona, 22, D(C)",33(1),2927,2,-,10,-,0.3,81.4,3.9,4,6.88
"64Marco CarnesecchiAtalanta, 25, GK","Marco Carnesecchi Atalanta, 25, GK",34,3060,-,-,1,-,-,70.4,0.2,4,6.88
"65DodôFiorentina, 27, D(R),M(R)","Dodô Fiorentina, 27, D(R),M(R)",35,3119,-,5,8,-,0.8,81.9,0.4,1,6.88
"66Nicolás ValentiniVerona, 25, D(C)","Nicolás Valentini Verona, 25, D(C)",13(1),1132,-,-,3,1,0.6,68.4,3.6,2,6.88
"67Denzel DumfriesInter, 30, D(R),M(R)","Denzel Dumfries Inter, 30, D(R),M(R)",20(9),1952,7,2,4,-,1.2,76.7,2.0,1,6.88
"68Stefan de VrijInter, 34, D(C)","Stefan de Vrij Inter, 34, D(C)",18(8),1723,3,-,2,-,0.5,93.3,2.5,2,6.87
"69Jacob OndrejkaParma Calcio 1913, 23, AM(CL)","Jacob Ondrejka Parma Calcio 1913, 23, AM(CL)",3(9),417,5,-,-,-,1.2,80.9,0.1,4,6.87
"70Giovanni Di LorenzoNapoli, 32, D(CLR),M(R)","Giovanni Di Lorenzo Napoli, 32, D(CLR),M(R)",37,3330,3,2,6,-,0.6,85.2,1.3,1,6.87
"71Johan VásquezGenoa, 27, D(CL)","Johan Vásquez Genoa, 27, D(CL)",34(2),3042,3,-,9,-,1,85.1,2.6,2,6.87
"72Filip StankovicVenezia, 24, GK","Filip Stankovic Venezia, 24, GK",16,1368,-,-,1,-,-,69.6,0.3,1,6.86
"73Charles De KetelaereAtalanta, 25, M(CLR),FW","Charles De Ketelaere Atalanta, 25, M(CLR),FW",25(11),2080,7,7,1,-,1.3,79.2,1.0,2,6.86
"74Mile SvilarRoma, 26, GK","Mile Svilar Roma, 26, GK",38,3420,-,-,1,-,-,76.2,0.2,4,6.85
"75Nicolò CasaleLazio, 28, D(C)","Nicolò Casale Lazio, 28, D(C)",2,136,-,-,-,-,0.5,90.9,3.0,-,6.85
"76Strahinja PavlovicAC Milan, 24, D(C)","Strahinja Pavlovic AC Milan, 24, D(C)",21(3),1865,2,1,3,1,0.7,89.0,1.9,1,6.85
"77Romelu LukakuNapoli, 32, AM(R),FW","Romelu Lukaku Napoli, 32, AM(R),FW",35(1),2871,14,10,4,-,1.8,71.2,1.2,1,6.84
"78Yerry MinaCagliari, 31, D(C)","Yerry Mina Cagliari, 31, D(C)",31,2577,1,-,4,1,0.8,86.1,3.1,1,6.84
"79Matteo PolitanoNapoli, 32, M(CLR),FW","Matteo Politano Napoli, 32, M(CLR),FW",34(3),2829,3,4,3,-,1.5,80.2,0.2,2,6.84
"80Aarón MartínGenoa, 29, D(L),M(L)","Aarón Martín Genoa, 29, D(L),M(L)",35(1),3089,-,8,5,-,0.4,81.1,0.6,1,6.83
"81Christian KouaméEmpoli, 28, AM(LR),FW","Christian Kouamé Empoli, 28, AM(LR),FW",5(3),508,1,-,-,-,2,59.6,6,1,6.83
"82Mattia PerinJuventus, 33, GK","Mattia Perin Juventus, 33, GK",5,450,-,-,-,-,-,75.7,0.2,-,6.83
"83Khéphren ThuramJuventus, 25, DMC,M(L)","Khéphren Thuram Juventus, 25, DMC,M(L)",26(9),2328,4,5,5,-,1,89.4,0.8,3,6.83
"84Dan NdoyeBologna, 25, M(LR),FW","Dan Ndoye Bologna, 25, M(LR),FW",26(4),2151,8,4,4,-,1.7,78.5,0.5,6,6.82
"85Antonín BarákFiorentina, 31, AM(CR)","Antonín Barák Fiorentina, 31, AM(CR)",1,55,-,-,-,-,2,89.5,-,-,6.82
"86Leandro ParedesRoma, 31, DMC","Leandro Paredes Roma, 31, DMC",15(7),1373,3,1,4,-,1.2,91.6,0.4,-,6.82
"87AngeliñoRoma, 29, D(CL),M(L)","Angeliño Roma, 29, D(CL),M(L)",36(2),3179,2,1,1,-,0.6,82.0,0.8,3,6.82
"88Nico GonzálezJuventus, 28, M(CLR),FW","Nico González Juventus, 28, M(CLR),FW",23(3),1765,3,2,3,-,1.7,77.3,2.3,-,6.81
"89Juan MirandaBologna, 26, D(L)","Juan Miranda Bologna, 26, D(L)",25(6),2277,-,6,4,1,0.7,82.1,1.2,1,6.81
"90Raoul BellanovaAtalanta, 25, D(R),M(R)","Raoul Bellanova Atalanta, 25, D(R),M(R)",27(7),2408,-,9,3,-,0.5,84.2,0.7,-,6.81
"91Nicola LealiGenoa, 33, GK","Nicola Leali Genoa, 33, GK",29,2610,-,-,1,-,-,67.8,0.3,1,6.81
"92Mathías OliveraNapoli, 28, D(CL),M(L)","Mathías Olivera Napoli, 28, D(CL),M(L)",26(6),2374,-,2,4,-,0.5,85.9,1.3,1,6.8
"93Nikola KrstovicLecce, 26, AM(L),FW","Nikola Krstovic Lecce, 26, AM(L),FW",37,3070,11,5,6,-,3.7,66.7,2.5,2,6.8
"94David de GeaFiorentina, 35, GK","David de Gea Fiorentina, 35, GK",35,3150,-,1,1,-,-,70.4,0.2,2,6.8
"95Guillermo MaripánTorino, 31, D(C)","Guillermo Maripán Torino, 31, D(C)",27(1),2341,1,1,4,1,0.4,86.8,2.6,-,6.8
"96Nicolò RovellaLazio, 24, DMC","Nicolò Rovella Lazio, 24, DMC",31(2),2729,-,3,13,-,0.8,91.0,0.3,1,6.79
"97Marc Oliver KempfComo, 31, D(C)","Marc Oliver Kempf Como, 31, D(C)",30(1),2619,-,-,4,1,0.6,87.8,3.5,1,6.79
"98Bryan CristanteRoma, 31, D(C),M(C)","Bryan Cristante Roma, 31, D(C),M(C)",23(7),2048,4,2,8,-,1,83.5,2.1,2,6.78
"99Daniele SommarivaGenoa, 28, Goalkeeper","Daniele Sommariva Genoa, 28, Goalkeeper",0(1),27,-,-,-,-,-,33.3,1.0,-,6.77
"100Sam BeukemaBologna, 27, D(C)","Sam Beukema Bologna, 27, D(C)",33(2),3011,-,1,1,-,0.4,86.7,2.8,-,6.77
"101Charalampos LykogiannisBologna, 32, D(CL),M(L)","Charalampos Lykogiannis Bologna, 32, D(CL),M(L)",12(5),1051,-,4,3,-,0.4,79.6,1.5,1,6.77
"102Henrikh MkhitaryanInter, 37, M(CLR),FW","Henrikh Mkhitaryan Inter, 37, M(CLR),FW",30(2),2410,1,4,4,-,0.7,88.6,0.8,1,6.77
"103Yann SommerInter, 37, GK","Yann Sommer Inter, 37, GK",33,2970,-,-,-,-,-,86.7,0.1,1,6.77
"104Rolando MandragoraFiorentina, 28, DMC","Rolando Mandragora Fiorentina, 28, DMC",22(7),1937,4,3,7,-,1.3,80.0,0.5,3,6.77
"105Matteo GabbiaAC Milan, 26, D(C)","Matteo Gabbia AC Milan, 26, D(C)",24(2),2155,2,-,4,-,0.5,91.5,1.9,-,6.76
"106Paulo AzziCagliari, 31, M(LR)","Paulo Azzi Cagliari, 31, M(LR)",5(1),428,-,-,2,-,1.3,75.0,1.0,-,6.76
"107Luca RanieriFiorentina, 27, D(CL),M(L)","Luca Ranieri Fiorentina, 27, D(CL),M(L)",35(1),3077,1,3,7,-,0.3,86.3,1.3,1,6.76
"108Pablo MaríMonza, 32, D(C)","Pablo Marí Monza, 32, D(C)",19,1630,-,-,2,1,0.1,90.0,2.1,-,6.75
"109Sead KolasinacAtalanta, 32, D(CL),DMC,M(L)","Sead Kolasinac Atalanta, 32, D(CL),DMC,M(L)",23,1910,-,2,7,-,0.4,88.1,1.5,-,6.75
"110Carlos AugustoInter, 27, D(CL),M(L)","Carlos Augusto Inter, 27, D(CL),M(L)",15(14),1683,3,2,1,-,0.8,90.0,2.0,1,6.74
"111Ionut RaduVenezia, 28, GK","Ionut Radu Venezia, 28, GK",15,1350,-,-,1,-,-,53.1,0.1,1,6.74
"112Elia CaprileCagliari, 24, GK","Elia Caprile Cagliari, 24, GK",18,1620,-,-,-,-,-,63.7,0.3,2,6.74
"113Fali CandéVenezia, 28, D(CL),M(L)","Fali Candé Venezia, 28, D(CL),M(L)",17,1530,1,1,4,-,0.3,82.4,2.4,1,6.74
"114Saúl CocoTorino, 27, D(C)","Saúl Coco Torino, 27, D(C)",32,2847,2,-,10,-,0.6,88.5,2.0,2,6.74
"115Federico GattiJuventus, 27, D(C)","Federico Gatti Juventus, 27, D(C)",26(4),2196,1,-,2,-,0.8,95.2,1.2,2,6.73
"116Teun KoopmeinersJuventus, 28, D(C),M(C)","Teun Koopmeiners Juventus, 28, D(C),M(C)",23(5),1998,3,3,3,-,1.5,87.8,0.8,-,6.73
"117Alessio ZerbinVenezia, 27, M(CLR)","Alessio Zerbin Venezia, 27, M(CLR)",17(1),1520,1,1,4,-,0.9,66.5,0.6,3,6.73
"118Isak HienAtalanta, 27, D(C)","Isak Hien Atalanta, 27, D(C)",27(3),2329,-,-,10,-,0.3,89.8,2.3,-,6.73
"119Mario GilaLazio, 25, D(C)","Mario Gila Lazio, 25, D(C)",31(1),2743,1,-,8,-,0.5,92.0,2.1,1,6.73
"120Davide ZappacostaAtalanta, 33, D(LR),M(LR)","Davide Zappacosta Atalanta, 33, D(LR),M(LR)",26(4),2079,4,2,3,-,1.3,85.9,0.4,1,6.73
"121Eljif ElmasTorino, 26, M(CLR),FW","Eljif Elmas Torino, 26, M(CLR),FW",12(1),1025,4,-,-,-,1.5,83.7,0.2,-,6.73
"122Morten FrendrupGenoa, 25, D(R),DMC","Morten Frendrup Genoa, 25, D(R),DMC",35,3107,2,-,5,-,0.9,85.9,0.9,3,6.73
"123Cesare CasadeiTorino, 23, DMC","Cesare Casadei Torino, 23, DMC",13(2),1023,1,1,1,-,0.9,79.7,4.3,1,6.72
"124Evan NdickaRoma, 26, D(CL)","Evan Ndicka Roma, 26, D(CL)",38,3420,-,1,2,-,0.5,92.2,1.6,-,6.72
"125Wladimiro FalconeLecce, 31, GK","Wladimiro Falcone Lecce, 31, GK",38,3420,-,-,2,-,-,57.1,0.4,3,6.72
"126Christian KabaseleUdinese, 35, D(C)","Christian Kabasele Udinese, 35, D(C)",12(4),1163,2,-,-,-,0.9,85.4,2.2,-,6.72
"127Frédéric GuilbertLecce, 31, D(CLR),M(R)","Frédéric Guilbert Lecce, 31, D(CLR),M(R)",31,2452,-,1,3,2,0.4,80.0,1.3,1,6.71
"128Kike PérezVenezia, 29, M(C)","Kike Pérez Venezia, 29, M(C)",13(3),1120,1,-,4,-,0.8,78.7,0.9,2,6.71
"129Sebastiano EspositoEmpoli, 23, AM(C),FW","Sebastiano Esposito Empoli, 23, AM(C),FW",27(6),2343,8,-,1,-,1.8,63.8,0.8,2,6.71
"130Gianluca ManciniRoma, 30, D(C),DMC","Gianluca Mancini Roma, 30, D(C),DMC",36(1),3146,2,-,8,-,0.6,87.2,1.6,-,6.71
"131Tommaso AugelloCagliari, 31, D(L),M(L)","Tommaso Augello Cagliari, 31, D(L),M(L)",30(8),2716,-,7,3,-,0.2,78.2,1.3,4,6.71
"132Mattia VitiEmpoli, 24, D(CL)","Mattia Viti Empoli, 24, D(CL)",30,2577,1,-,3,-,0.4,80.3,2.1,1,6.71
"133Koni De WinterGenoa, 23, D(CR)","Koni De Winter Genoa, 23, D(CR)",23(2),2133,3,-,6,-,0.5,86.9,3.0,1,6.7
"134Antonino GalloLecce, 26, D(L)","Antonino Gallo Lecce, 26, D(L)",31,2616,-,2,3,1,0.3,70.4,0.8,-,6.7
"135Francisco ConceiçãoJuventus, 23, AM(CR)","Francisco Conceição Juventus, 23, AM(CR)",12(14),1339,3,3,3,1,1.5,85.2,0.1,-,6.7
"136Stanislav LobotkaNapoli, 31, DMC","Stanislav Lobotka Napoli, 31, DMC",31(1),2650,-,1,3,-,0.2,91.1,0.2,-,6.7
"137Lucas da CunhaComo, 24, M(CR)","Lucas da Cunha Como, 24, M(CR)",30(6),2625,3,2,4,-,1.0,87.9,0.4,-,6.7
"138Mërgim VojvodaComo, 31, D(CLR),M(LR)","Mërgim Vojvoda Como, 31, D(CLR),M(LR)",8(3),718,1,2,2,-,0.4,84.1,0.5,-,6.7
"139Jaka BijolUdinese, 27, D(C),M(C),FW","Jaka Bijol Udinese, 27, D(C),M(C),FW",34,2965,1,-,11,1,0.6,83.8,3.2,3,6.7
"140Alessio RomagnoliLazio, 31, D(CL)","Alessio Romagnoli Lazio, 31, D(CL)",31(1),2675,2,-,4,2,0.6,92.0,2.7,-,6.7
"141Jens OdgaardBologna, 27, AM(CR),FW","Jens Odgaard Bologna, 27, AM(CR),FW",24(5),1967,6,1,1,-,1.7,77.9,1.6,1,6.69
"142Adrián BernabéParma Calcio 1913, 24, M(C)","Adrián Bernabé Parma Calcio 1913, 24, M(C)",18(3),1461,1,1,1,-,1.3,85.7,0.2,1,6.69
"143Lorenzo LuccaUdinese, 25, FW","Lorenzo Lucca Udinese, 25, FW",27(6),2364,12,1,10,-,2,64.9,1.8,1,6.69
"144Jean ButezComo, 30, GK","Jean Butez Como, 30, GK",18(1),1663,-,-,-,-,-,75.2,0.3,-,6.69
"145Álvaro MorataAC Milan, 33, AM(CL),FW","Álvaro Morata AC Milan, 33, AM(CL),FW",13(3),1107,5,-,5,-,1.7,78.4,0.9,-,6.69
"146Artem DovbykRoma, 28, FW","Artem Dovbyk Roma, 28, FW",27(5),2432,12,2,-,-,2,74.9,1.3,2,6.68
"147Mike MaignanAC Milan, 30, GK","Mike Maignan AC Milan, 30, GK",37,3295,-,-,2,-,-,84.7,0.1,-,6.68
"148Yacine AdliFiorentina, 25, M(C)","Yacine Adli Fiorentina, 25, M(C)",15(11),1235,4,6,1,1,0.5,85.7,0.2,2,6.68
"149Manu KonéRoma, 24, DMC","Manu Koné Roma, 24, DMC",31(3),2580,2,1,6,-,1,91.3,0.7,-,6.68
"150Andrea CambiasoJuventus, 26, D(LR),M(LR)","Andrea Cambiaso Juventus, 26, D(LR),M(LR)",25(8),2222,2,3,4,-,0.5,91.4,0.2,2,6.68
"151Luca PellegriniLazio, 27, D(L),M(L)","Luca Pellegrini Lazio, 27, D(L),M(L)",10(12),1060,-,4,5,-,0.6,81.2,0.4,-,6.68
"152Benjamin PavardInter, 30, D(CLR),M(R)","Benjamin Pavard Inter, 30, D(CLR),M(R)",18(5),1585,-,1,4,-,0.3,92.0,1.7,-,6.68
"153Michele Di GregorioJuventus, 28, GK","Michele Di Gregorio Juventus, 28, GK",33,2970,-,-,-,-,-,73.6,0.3,1,6.68
"154Alex MeretNapoli, 29, GK","Alex Meret Napoli, 29, GK",34,3006,-,-,-,-,-,84.5,0.2,-,6.67
"155David NeresNapoli, 29, AM(CLR)","David Neres Napoli, 29, AM(CLR)",13(15),1279,2,4,2,-,1,86.1,0.1,-,6.67
"156Matteo RuggeriAtalanta, 23, D(L),M(L)","Matteo Ruggeri Atalanta, 23, D(L),M(L)",19(11),1750,-,3,2,-,0.1,87.1,0.8,1,6.67
"157Adam MasinaTorino, 32, D(CL),M(L)","Adam Masina Torino, 32, D(CL),M(L)",20(8),1920,1,2,5,-,0.3,85.4,2.4,1,6.67
"158Daniele GhilardiVerona, 23, D(C)","Daniele Ghilardi Verona, 23, D(C)",21(3),2031,-,-,7,1,0.5,80.7,1.8,1,6.67
"159Mattéo GuendouziLazio, 27, M(C)","Mattéo Guendouzi Lazio, 27, M(C)",37,3275,1,3,8,-,0.7,90.6,0.5,1,6.67
"160Alieu FaderaComo, 24, M(LR)","Alieu Fadera Como, 24, M(LR)",20(8),1650,1,3,2,1,1,77.1,0.4,-,6.66
"161Zion SuzukiParma Calcio 1913, 23, GK","Zion Suzuki Parma Calcio 1913, 23, GK",37,3315,-,-,-,1,-,63.2,0.4,1,6.66
"162Federico BaschirottoLecce, 29, D(C)","Federico Baschirotto Lecce, 29, D(C)",38,3420,2,-,3,-,0.6,86.7,2.8,-,6.66
"163Simone PerilliVerona, 31, GK","Simone Perilli Verona, 31, GK",2,180,-,-,-,-,-,23.9,0.5,-,6.66
"164Ignace Van der BremptComo, 24, D(R),M(R)","Ignace Van der Brempt Como, 24, D(R),M(R)",14(6),1258,-,1,3,-,0.4,82.9,0.9,-,6.66
"165Nikola VlasicTorino, 28, AM(CLR),FW","Nikola Vlasic Torino, 28, AM(CLR),FW",23(7),2121,5,4,-,-,1.1,82.3,1.0,-,6.66
"166Dusan VlahovicJuventus, 26, FW","Dusan Vlahovic Juventus, 26, FW",21(8),1786,10,4,3,-,2.7,71.6,1.3,3,6.66
"167Giacomo RaspadoriNapoli, 26, AM(CL),FW","Giacomo Raspadori Napoli, 26, AM(CL),FW",11(15),1095,6,1,1,-,1.6,76.2,0.2,1,6.66
"168Mateo PellegrinoParma Calcio 1913, 24, FW","Mateo Pellegrino Parma Calcio 1913, 24, FW",8(5),739,3,1,2,-,1.7,55.0,3.8,1,6.65
"169Maxence CaqueretComo, 26, M(C)","Maxence Caqueret Como, 26, M(C)",15(3),1101,2,3,4,-,0.4,85.6,0.2,-,6.65
"170Emil HolmBologna, 25, D(R),M(R)","Emil Holm Bologna, 25, D(R),M(R)",12(9),1134,1,1,3,-,0.5,79.2,1.5,1,6.65
"171Remo FreulerBologna, 34, DMC","Remo Freuler Bologna, 34, DMC",37,3214,1,2,6,-,0.5,88.5,0.8,-,6.65
"172Alen SherriCagliari, 28, GK","Alen Sherri Cagliari, 28, GK",7,622,-,-,-,-,-,69.5,-,-,6.65
"173Weston McKennieJuventus, 27, D(CLR),M(CLR),FW","Weston McKennie Juventus, 27, D(CLR),M(CLR),FW",27(5),2318,2,4,3,-,0.7,85.1,1.1,-,6.65
"174Boulaye DiaLazio, 29, AM(CLR),FW","Boulaye Dia Lazio, 29, AM(CLR),FW",27(8),2196,9,3,2,-,1.1,84.2,0.6,2,6.65
"175Danilo CataldiFiorentina, 31, M(C)","Danilo Cataldi Fiorentina, 31, M(C)",22(3),1726,3,-,1,-,0.5,86.2,0.2,2,6.64
