Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
430,Nicolas Pays,fr FRA,"MF,FW",Montpellier,20,2003,9,4,447,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
431,Kévin Pedro,fr FRA,DF,Saint-Étienne,18,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
432,Jordan Pefok,us USA,FW,Reims,28,1996,7,6,380,4.2,1,0,1,1,0,0,0,0,0.24,0.00,0.24,0.24,0.24,Matches
433,Théo Pellenard,fr FRA,DF,Auxerre,30,1994,2,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
434,Timothee Pembele,fr FRA,"DF,MF",Le Havre,21,2002,20,12,1113,12.4,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches
435,Faris Pemi Moumbagna,cm CMR,FW,Marseille,24,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
436,Óscar Perea,co COL,MF,Strasbourg,18,2005,2,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
437,Mathias Pereira Lage,pt POR,"MF,FW",Brest,27,1996,29,18,1571,17.5,2,7,9,2,0,0,4,0,0.11,0.40,0.52,0.11,0.52,Matches
438,Lucas Perri,br BRA,GK,Lyon,26,1997,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
439,Gaëtan Perrin,fr FRA,MF,Auxerre,28,1996,34,31,2691,29.9,10,11,21,10,0,0,2,0,0.33,0.37,0.70,0.33,0.70,Matches
440,Prosper Peter,ng NGA,FW,Angers,16,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
441,Léo Pétrot,fr FRA,DF,Saint-Étienne,27,1997,31,29,2634,29.3,0,3,3,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches
442,Đorđe Petrović,rs SRB,GK,Strasbourg,24,1999,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
443,Tom Pouilly,fr FRA,DF,Lens,21,2003,10,2,273,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
444,Adrien Rabiot,fr FRA,MF,Marseille,29,1995,29,27,2485,27.6,9,4,13,9,0,0,4,0,0.33,0.14,0.47,0.33,0.47,Matches
445,Gonçalo Ramos,pt POR,FW,Paris Saint-Germain,23,2001,22,12,1066,11.8,10,3,13,8,2,3,1,0,0.84,0.25,1.10,0.68,0.93,Matches
446,Lilian Raolisoa,fr FRA,"DF,MF",Angers,24,2000,29,14,1318,14.6,0,3,3,0,0,0,1,2,0.00,0.20,0.20,0.00,0.20,Matches
447,Rayan Raveloson,mg MAD,"MF,DF",Auxerre,27,1997,13,7,724,8.0,1,0,1,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,Matches
448,Guillaume Restes,fr FRA,GK,Toulouse,19,2005,29,29,2543,28.3,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches
449,Alexsandro Ribeiro,br BRA,DF,Lille,24,1999,30,30,2700,30.0,1,1,2,1,0,0,10,0,0.03,0.03,0.07,0.03,0.07,Matches
450,Alejandro Rodriguez,pt POR,FW,Lyon,16,2008,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
451,Valentin Rongier,fr FRA,"MF,DF",Marseille,29,1994,25,17,1562,17.4,3,1,4,3,0,0,5,0,0.17,0.06,0.23,0.17,0.23,Matches
452,Pablo Rosario,do DOM,"MF,DF",Nice,27,1997,29,21,1775,19.7,3,1,4,2,1,1,6,1,0.15,0.05,0.20,0.10,0.15,Matches
453,Anthony Rouault,fr FRA,DF,Rennes,23,2001,11,11,972,10.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
454,Jonathan Rowe,eng ENG,"MF,FW",Marseille,21,2003,28,6,807,9.0,3,3,6,3,0,0,2,0,0.33,0.33,0.67,0.33,0.67,Matches
455,Fabián Ruiz Peña,es ESP,MF,Paris Saint-Germain,28,1996,30,21,1923,21.4,4,5,9,4,0,0,1,0,0.19,0.23,0.42,0.19,0.42,Matches
456,Gerónimo Rulli,ar ARG,GK,Marseille,32,1992,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
457,Mathew Ryan,au AUS,GK,Lens,32,1992,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
458,Emmanuel Sabbi,us USA,"MF,FW",Le Havre,26,1997,15,7,653,7.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
459,Falaye Sacko,ml MLI,DF,Montpellier,29,1995,16,14,1233,13.7,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches
460,Matvei Safonov,ru RUS,GK,Paris Saint-Germain,25,1999,10,9,879,9.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
461,Modibo Sagnan,ml MLI,DF,Montpellier,25,1999,27,24,2141,23.8,2,0,2,2,0,0,10,0,0.08,0.00,0.08,0.08,0.08,Matches
462,Osame Sahraoui,ma MAR,MF,Lille,23,2001,30,10,1293,14.4,3,3,6,3,0,0,1,0,0.21,0.21,0.42,0.21,0.42,Matches
463,Wesley Saïd,fr FRA,FW,Lens,29,1995,24,11,905,10.1,3,0,3,3,0,0,4,0,0.30,0.00,0.30,0.30,0.30,Matches
464,Théo Sainte-Luce,fr FRA,DF,Montpellier,25,1998,16,11,1018,11.3,1,0,1,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches
465,Ibrahim Salah,ma MAR,"MF,FW",Brest,22,2001,12,4,358,4.0,1,1,2,1,0,0,0,0,0.25,0.25,0.50,0.25,0.50,Matches
466,Amine Salama,fr FRA,FW,Reims,24,2000,17,2,373,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
467,Mohammed Salisu,gh GHA,DF,Monaco,25,1999,15,11,1023,11.4,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches
468,Yoann Salmier,gf GUF,DF,Le Havre,31,1992,13,9,797,8.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
469,Mama Samba Baldé,gw GNB,"FW,MF",Lyon,28,1995,2,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
470,Mama Samba Baldé,gw GNB,"FW,MF",Brest,28,1995,27,12,1149,12.8,2,3,5,2,0,0,4,0,0.16,0.23,0.39,0.16,0.39,Matches
471,Brice Samba,fr FRA,GK,Rennes,30,1994,17,17,1529,17.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
472,Brice Samba,fr FRA,GK,Lens,30,1994,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
473,Arouna Sangante,sn SEN,DF,Le Havre,22,2002,16,16,1244,13.8,3,0,3,3,0,0,4,1,0.22,0.00,0.22,0.22,0.22,Matches
474,Nhoa Sangui,fr FRA,"DF,MF",Reims,18,2006,26,10,1158,12.9,0,2,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,Matches
475,Morgan Sanson,fr FRA,MF,Nice,29,1994,6,3,235,2.6,3,0,3,3,0,0,0,0,1.15,0.00,1.15,1.15,1.15,Matches
476,Baptiste Santamaria,fr FRA,MF,Nice,29,1995,13,11,927,10.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
477,Baptiste Santamaria,fr FRA,MF,Rennes,29,1995,10,5,482,5.4,0,1,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,Matches
478,Andrey Santos,br BRA,MF,Strasbourg,20,2004,32,32,2855,31.7,10,3,13,10,0,0,8,0,0.32,0.09,0.41,0.32,0.41,Matches
479,Tiago Santos,pt POR,"DF,MF",Lille,22,2002,7,4,404,4.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
480,Malang Sarr,fr FRA,DF,Lens,25,1999,21,15,1385,15.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
481,Mamadou Sarr,sn SEN,DF,Strasbourg,18,2005,27,27,2365,26.3,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches
482,Martin Satriano,uy URU,FW,Lens,23,2001,7,0,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
483,Téji Savanier,fr FRA,MF,Montpellier,32,1991,31,27,2363,26.3,2,5,7,0,2,2,4,1,0.08,0.19,0.27,0.00,0.19,Matches
