Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
24,Houssem Aouar,dz ALG,"MF,FW",Lyon,24,1998,16,6,526,5.8,1,1,2,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Matches
25,Adil Aouchiche,dz ALG,MF,Lorient,20,2002,11,1,250,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
26,Dennis Appiah,fr FRA,"DF,MF",Nantes,30,1992,15,9,795,8.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
27,Stredair Appuah,fr FRA,FW,Nantes,18,2004,5,0,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
28,Taïryk Arconte,fr FRA,FW,Brest,18,2003,4,1,128,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
29,Mohamed El Arouch,fr FRA,MF,Lyon,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
30,Lorenz Assignon,tg TOG,DF,Rennes,22,2000,12,2,261,2.9,0,1,1,0,0,0,3,0,0.00,0.34,0.34,0.00,0.34,Matches
31,Youcef Atal,dz ALG,"DF,MF",Nice,26,1996,18,8,779,8.7,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches
32,Valentin Atangana Edoa,fr FRA,MF,Reims,16,2005,7,2,174,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
33,Mathias Autret,fr FRA,MF,Auxerre,31,1991,23,16,1290,14.3,2,2,4,1,1,1,0,0,0.14,0.14,0.28,0.07,0.21,Matches
34,Cédric Avinel,gp GLP,DF,Ajaccio,35,1986,24,19,1794,19.9,1,0,1,1,0,0,2,1,0.05,0.00,0.05,0.05,0.05,Matches
35,Loïc Bade,fr FRA,DF,Rennes,22,2000,1,1,90,1.0,0,1,1,0,0,0,1,0,0.00,1.00,1.00,0.00,1.00,Matches
36,Benoît Badiashile,fr FRA,DF,Monaco,21,2001,11,9,839,9.3,2,0,2,2,0,0,3,0,0.21,0.00,0.21,0.21,0.21,Matches
37,Eric Bailly,ci CIV,DF,Marseille,28,1994,17,5,543,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
38,Dénys Bain,fr FRA,DF,Auxerre,29,1993,2,1,126,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
39,Brandon Baiye,be BEL,MF,Clermont Foot,21,2000,7,0,51,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
40,Cédric Bakambu,cd COD,FW,Marseille,31,1991,3,0,59,0.7,0,1,1,0,0,0,0,0,0.00,1.53,1.53,0.00,1.53,Matches
41,Thierno Balde,fr FRA,"MF,DF",Troyes,20,2002,31,25,2153,23.9,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches
42,Carlos Baleba,cm CMR,"MF,FW",Lille,18,2004,19,5,478,5.3,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
43,Leonardo Balerdi,ar ARG,DF,Marseille,23,1999,35,30,2639,29.3,0,1,1,0,0,0,9,1,0.00,0.03,0.03,0.00,0.03,Matches
44,Folarin Balogun,us USA,FW,Reims,21,2001,37,34,2999,33.3,21,2,23,15,6,7,5,0,0.63,0.06,0.69,0.45,0.51,Matches
45,Abdoulaye Bamba,ci CIV,DF,Angers,32,1990,21,12,1364,15.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
46,Jonathan Bamba,ci CIV,MF,Lille,26,1996,34,32,2783,30.9,6,7,13,6,0,0,6,0,0.19,0.23,0.42,0.19,0.42,Matches
47,Bradley Barcola,fr FRA,"FW,MF",Lyon,19,2002,26,15,1440,16.0,5,8,13,5,0,0,3,0,0.31,0.50,0.81,0.31,0.81,Matches
48,Melvin Bard,fr FRA,"DF,MF",Nice,21,2000,33,28,2456,27.3,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
49,Ross Barkley,eng ENG,"MF,FW",Nice,28,1993,27,9,960,10.7,4,2,6,4,0,0,1,0,0.37,0.19,0.56,0.37,0.56,Matches
50,Mickaël Barreto,fr FRA,MF,Ajaccio,31,1991,20,15,1325,14.7,1,1,2,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,Matches
51,Cyrille Bayala,bf BFA,MF,Ajaccio,26,1996,33,25,2009,22.3,1,1,2,1,0,0,3,1,0.04,0.04,0.09,0.04,0.09,Matches
52,Yanis Begraoui,ma MAR,MF,Toulouse,21,2001,3,1,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
53,Alexis Beka Beka,fr FRA,MF,Nice,21,2001,14,7,545,6.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
54,Jérémie Bela,ao ANG,MF,Clermont Foot,29,1993,19,7,743,8.3,1,1,2,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,Matches
55,Reda Belahyane,ma MAR,MF,Nice,18,2004,4,1,182,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
56,Youcef Belaïli,dz ALG,"MF,FW",Ajaccio,30,1992,17,15,1150,12.8,6,3,9,1,5,6,2,0,0.47,0.23,0.70,0.08,0.31,Matches
57,Youcef Belaïli,dz ALG,"MF,FW",Brest,30,1992,6,4,356,4.0,0,2,2,0,0,0,3,0,0.00,0.51,0.51,0.00,0.51,Matches
58,Haris Belkebla,dz ALG,MF,Brest,28,1994,38,30,2656,29.5,2,0,2,1,1,1,3,0,0.07,0.00,0.07,0.03,0.03,Matches
59,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Strasbourg,24,1998,30,29,2419,26.9,2,6,8,2,0,0,5,0,0.07,0.22,0.30,0.07,0.30,Matches
60,Jeanuël Belocian,fr FRA,DF,Rennes,17,2005,8,6,506,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
61,Eliesse Ben Seghir,ma MAR,"FW,MF",Monaco,17,2005,19,13,1052,11.7,4,1,5,4,0,0,1,0,0.34,0.09,0.43,0.34,0.43,Matches
62,Salim Ben Seghir,fr FRA,FW,Marseille,19,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
63,Wissam Ben Yedder,fr FRA,FW,Monaco,31,1990,32,28,2114,23.5,19,6,25,14,5,6,4,0,0.81,0.26,1.06,0.60,0.85,Matches
64,Nabil Bentaleb,dz ALG,MF,Angers,27,1994,30,29,2489,27.7,4,4,8,2,2,2,7,1,0.14,0.14,0.29,0.07,0.22,Matches
65,Patrick Berg,no NOR,"DF,MF",Lens,24,1997,3,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
66,Mitchell van Bergen,nl NED,"MF,FW",Reims,22,1999,28,6,905,10.1,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches
67,Quentin Bernard,fr FRA,DF,Auxerre,33,1989,7,7,630,7.0,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches
68,Paul Bernardoni,fr FRA,GK,Angers,25,1997,27,27,2430,27.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
69,Juan Bernat,es ESP,"MF,DF",Paris Saint-Germain,29,1993,28,18,1648,18.3,1,4,5,1,0,0,1,0,0.05,0.22,0.27,0.05,0.27,Matches
70,Jason Berthomier,fr FRA,MF,Clermont Foot,32,1990,2,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
71,El Bilal Touré,ml MLI,FW,Reims,20,2001,3,1,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
72,Jean-Claude Billong,cm CMR,DF,Clermont Foot,28,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
73,Veljko Birmančević,rs SRB,"MF,FW",Toulouse,24,1998,25,2,444,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
74,Marco Bizot,nl NED,GK,Brest,31,1991,37,37,3330,37.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
75,Rubén Blanco,es ESP,GK,Marseille,27,1995,6,6,495,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
76,Ludovic Blas,fr FRA,"MF,FW",Nantes,24,1997,37,30,2813,31.3,7,5,12,5,2,4,6,0,0.22,0.16,0.38,0.16,0.32,Matches
77,Miha Blažič,si SVN,DF,Angers,29,1993,24,22,1979,22.0,2,0,2,2,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches
78,Joaquín Blázquez,ar ARG,GK,Brest,21,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
79,Myron Boadu,nl NED,FW,Monaco,21,2001,12,3,295,3.3,3,0,3,3,0,0,0,0,0.92,0.00,0.92,0.92,0.92,Matches
80,Jérôme Boateng,de GER,DF,Lyon,33,1988,8,6,428,4.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
81,Antonin Bobichon,fr FRA,"FW,MF",Angers,26,1995,3,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
82,Quentin Boisgard,fr FRA,MF,Lorient,25,1997,5,1,184,2.0,1,0,1,1,0,0,1,0,0.49,0.00,0.49,0.49,0.49,Matches
83,Neto Borges,br BRA,"MF,DF",Clermont Foot,25,1996,33,33,2833,31.5,3,1,4,3,0,0,4,2,0.10,0.03,0.13,0.10,0.13,Matches
84,Kenji-Van Boto,mg MAD,"MF,DF",Auxerre,26,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
85,Kouamé Botué,bf BFA,FW,Ajaccio,19,2002,8,2,229,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
86,Badredine Bouanani,dz ALG,"FW,MF",Nice,17,2004,19,9,863,9.6,0,4,4,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,Matches
87,Hicham Boudaoui,dz ALG,MF,Nice,22,1999,27,22,1875,20.8,1,2,3,1,0,0,5,0,0.05,0.10,0.14,0.05,0.14,Matches
88,Franci Bouebari,fr FRA,MF,Strasbourg,18,2003,2,0,76,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
89,Sofiane Boufal,ma MAR,"MF,FW",Angers,28,1993,13,9,834,9.3,4,3,7,2,2,2,3,1,0.43,0.32,0.76,0.22,0.54,Matches
90,Ismaël Boura,km COM,DF,Lens,21,2000,9,0,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
91,Benjamin Bourigeaud,fr FRA,"MF,FW",Rennes,28,1994,37,37,3065,34.1,7,10,17,5,2,2,6,1,0.21,0.29,0.50,0.15,0.44,Matches
92,Bilal Brahimi,dz ALG,"FW,MF",Nice,22,2000,26,5,800,8.9,3,2,5,3,0,0,0,0,0.34,0.23,0.56,0.34,0.56,Matches
93,Lilian Brassier,fr FRA,DF,Brest,22,1999,36,35,3093,34.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
94,Andreas Bruus,dk DEN,"MF,DF",Troyes,23,1999,27,18,1628,18.1,0,2,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
95,Joe Bryan,eng ENG,MF,Nice,28,1993,6,2,177,2.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
96,Adam Buksa,pl POL,FW,Lens,26,1996,8,0,101,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
97,Maxime Busi,be BEL,"MF,DF",Reims,22,1999,21,11,1043,11.6,0,1,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches
98,Marcin Bułka,pl POL,GK,Nice,22,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
99,Rémy Cabella,fr FRA,MF,Lille,32,1990,32,28,2525,28.1,7,10,17,7,0,0,3,0,0.25,0.36,0.61,0.25,0.61,Matches
100,Jimmy Cabot,fr FRA,MF,Lens,28,1994,11,5,511,5.7,0,1,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,Matches
101,Jens Cajuste,se SWE,MF,Reims,22,1999,31,14,1530,17.0,3,1,4,3,0,0,8,1,0.18,0.06,0.24,0.18,0.24,Matches
102,Duje Ćaleta-Car,hr CRO,DF,Marseille,25,1996,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
103,Mahdi Camara,fr FRA,MF,Brest,24,1998,31,20,1820,20.2,2,0,2,2,0,0,4,1,0.10,0.00,0.10,0.10,0.10,Matches
104,Mohamed Camara,ml MLI,MF,Monaco,22,2000,29,25,2194,24.4,0,3,3,0,0,0,6,1,0.00,0.12,0.12,0.00,0.12,Matches
105,Ousmane Camara,gn GUI,FW,Auxerre,20,2001,3,0,24,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
106,Ousmane Camara,ml MLI,DF,Angers,19,2003,9,6,521,5.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
107,Axel Camblan,fr FRA,FW,Brest,18,2003,7,0,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
108,Pierrick Capelle,fr FRA,"MF,DF",Angers,35,1987,26,15,1428,15.9,0,3,3,0,0,0,8,0,0.00,0.19,0.19,0.00,0.19,Matches
109,Maxence Caqueret,fr FRA,MF,Lyon,22,2000,36,32,2767,30.7,4,7,11,4,0,0,2,0,0.13,0.23,0.36,0.13,0.36,Matches
110,Irvin Cardona,mt MLT,FW,Brest,24,1997,10,1,233,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
111,Igor Carioca,br BRA,"DF,MF",Lorient,25,1996,7,5,456,5.1,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
112,Matis Carvalho,pt POR,GK,Montpellier,23,1999,2,1,136,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
113,Jean-Charles Castelletto,cm CMR,DF,Nantes,27,1995,32,30,2568,28.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
114,Yoann Cathline,fr FRA,MF,Lorient,20,2002,23,11,1090,12.1,1,1,2,1,0,0,0,0,0.08,0.08,0.17,0.08,0.17,Matches
115,Maximiliano Caufriez,be BEL,DF,Clermont Foot,25,1997,26,25,2222,24.7,1,0,1,1,0,0,10,1,0.04,0.00,0.04,0.04,0.04,Matches
116,Fabien Centonze,fr FRA,"DF,MF",Nantes,26,1996,23,19,1689,18.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
117,Florian Chabrolle,fr FRA,MF,Ajaccio,24,1998,7,3,329,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
118,El Chadaille Bitshiabu,fr FRA,DF,Paris Saint-Germain,17,2005,13,6,583,6.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
119,Fares Chaïbi,dz ALG,"MF,FW",Toulouse,19,2002,36,24,2340,26.0,5,5,10,5,0,0,2,0,0.19,0.19,0.38,0.19,0.38,Matches
120,Muhammed Cham,at AUT,MF,Clermont Foot,21,2000,38,23,1968,21.9,7,4,11,5,2,2,2,0,0.32,0.18,0.50,0.23,0.41,Matches
121,Gaëtan Charbonnier,fr FRA,FW,Auxerre,33,1988,6,3,254,2.8,1,0,1,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35,Matches
122,Brendan Chardonnet,fr FRA,DF,Brest,27,1994,30,27,2491,27.7,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
123,Xavier Chavalerin,fr FRA,MF,Troyes,31,1991,34,25,2426,27.0,4,2,6,4,0,0,3,0,0.15,0.07,0.22,0.15,0.22,Matches
124,Ivane Chegra,fr FRA,MF,Ajaccio,18,2004,6,1,193,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
125,Rayan Cherki,fr FRA,"MF,FW",Lyon,18,2003,34,21,1872,20.8,4,6,10,4,0,0,3,0,0.19,0.29,0.48,0.19,0.48,Matches
126,Ilyes Cheti,dz ALG,DF,Angers,27,1995,6,2,207,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
127,Lucas Chevalier,fr FRA,GK,Lille,20,2001,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
128,Pedro Chirivella,es ESP,MF,Nantes,25,1997,26,25,2028,22.5,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches
129,Joris Chotard,fr FRA,MF,Montpellier,20,2001,35,26,2461,27.3,0,6,6,0,0,0,4,0,0.00,0.22,0.22,0.00,0.22,Matches
130,Yanis Cimignani,fr FRA,MF,Ajaccio,20,2002,8,3,279,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
131,Souleymane Cissé,fr FRA,DF,Clermont Foot,19,2002,2,0,36,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
132,Alexis Claude-Maurice,fr FRA,"MF,FW",Lens,24,1998,20,5,604,6.7,5,3,8,5,0,0,0,0,0.75,0.45,1.19,0.75,1.19,Matches
133,Alexis Claude-Maurice,fr FRA,MF,Nice,24,1998,2,1,64,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
134,Jonathan Clauss,fr FRA,MF,Marseille,29,1992,34,32,2590,28.8,2,9,11,2,0,0,1,0,0.07,0.31,0.38,0.07,0.38,Matches
135,Marcus Coco,fr FRA,"MF,FW",Nantes,26,1996,26,6,641,7.1,1,0,1,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches
136,Alexandre Coeff,fr FRA,DF,Auxerre,30,1992,7,6,586,6.5,0,1,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,Matches
137,Abdu Conté,pt POR,"DF,MF",Troyes,24,1998,19,15,1315,14.6,1,2,3,1,0,0,0,0,0.07,0.14,0.21,0.07,0.21,Matches
138,Sébastien Corchia,fr FRA,"DF,MF",Nantes,31,1990,22,6,786,8.7,0,1,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matches
139,David Costa,pt POR,"MF,FW",Lens,21,2001,31,16,1407,15.6,1,3,4,1,0,0,2,0,0.06,0.19,0.26,0.06,0.26,Matches
140,Logan Costa,cv CPV,DF,Toulouse,21,2001,6,4,415,4.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
141,Nuno da Costa,cv CPV,"FW,MF",Auxerre,31,1991,33,23,2003,22.3,5,4,9,5,0,0,5,1,0.22,0.18,0.40,0.22,0.40,Matches
142,Benoît Costil,fr FRA,GK,Auxerre,35,1987,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
143,Mathieu Coutadeur,fr FRA,MF,Ajaccio,36,1986,27,22,1947,21.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
144,Nicolas Cozza,fr FRA,DF,Montpellier,23,1999,17,14,1277,14.2,2,1,3,2,0,0,3,0,0.14,0.07,0.21,0.14,0.21,Matches
145,Damien Da Silva,fr FRA,DF,Lyon,34,1988,7,3,338,3.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
146,Andréa Dacourt,fr FRA,MF,Nice,17,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
147,Colin Dagba,fr FRA,"MF,DF",Strasbourg,23,1998,21,12,958,10.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
148,Thijs Dallinga,nl NED,FW,Toulouse,21,2000,36,28,2353,26.1,12,1,13,12,0,0,4,0,0.46,0.04,0.50,0.46,0.50,Matches
149,Flavius Daniliuc,at AUT,DF,Nice,21,2001,2,1,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
150,Kévin Danois,fr FRA,MF,Auxerre,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
151,Kevin Danso,at AUT,DF,Lens,23,1998,37,37,3232,35.9,1,2,3,1,0,0,7,1,0.03,0.06,0.08,0.03,0.08,Matches
152,Dante,br BRA,DF,Nice,38,1983,37,37,3299,36.7,1,2,3,1,0,0,6,0,0.03,0.05,0.08,0.03,0.08,Matches
153,Achraf Dari,ma MAR,DF,Brest,23,1999,18,15,1317,14.6,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches
154,Jonathan David,ca CAN,"FW,MF",Lille,22,2000,37,36,3166,35.2,24,4,28,14,10,11,6,0,0.68,0.11,0.80,0.40,0.51,Matches
155,Thibault De Smet,be BEL,DF,Reims,24,1998,22,20,1758,19.5,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches
156,Brecht Dejaegere,be BEL,MF,Toulouse,31,1991,30,25,1809,20.1,4,1,5,4,0,0,5,0,0.20,0.05,0.25,0.20,0.25,Matches
157,Romain Del Castillo,fr FRA,"MF,FW",Brest,26,1996,27,16,1422,15.8,6,6,12,1,5,5,2,0,0.38,0.38,0.76,0.06,0.44,Matches
158,Thomas Delaine,fr FRA,MF,Strasbourg,30,1992,17,13,1069,11.9,0,2,2,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matches
159,Sacha Delaye,fr FRA,MF,Montpellier,20,2002,3,0,20,0.2,1,0,1,1,0,0,0,0,4.50,0.00,4.50,4.50,4.50,Matches
160,Andy Delort,dz ALG,FW,Nice,30,1991,14,9,781,8.7,6,1,7,3,3,3,0,0,0.69,0.12,0.81,0.35,0.46,Matches
161,Andy Delort,dz ALG,FW,Nantes,30,1991,12,6,469,5.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
162,Karamoko Dembélé,eng ENG,"FW,MF",Brest,19,2003,15,0,179,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
163,Moussa Dembélé,fr FRA,FW,Lyon,26,1996,23,8,877,9.7,3,0,3,3,0,0,1,0,0.31,0.00,0.31,0.31,0.31,Matches
164,Siriki Dembélé,ci CIV,MF,Auxerre,25,1996,12,4,372,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
165,Branco van den Boomen,nl NED,MF,Toulouse,27,1995,35,32,2888,32.1,5,8,13,1,4,4,6,0,0.16,0.25,0.41,0.03,0.28,Matches
166,Rémy Descamps,fr FRA,GK,Nantes,26,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
167,Mikkel Desler,dk DEN,DF,Toulouse,27,1995,27,26,2257,25.1,1,2,3,1,0,0,5,1,0.04,0.08,0.12,0.04,0.12,Matches
168,Mamadou Diakhon,sn SEN,FW,Reims,16,2005,2,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
