Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
84,Pedro Bigas,es ESP,DF,Elche,31,1990,28,2020,72,59.1,22.4,25,77,17,3,28,4,0.57,12,42,-30,-1.34,-0.89,Matches
85,El Bilal Touré,ml MLI,FW,Almería,20,2001,21,1264,60,37.0,14.0,15,73,1,6,27,3,1.10,23,23,0,0.00,+0.67,Matches
86,Junior Bita,gq EQG,MF,Athletic Club,17,2005,0,,,,,0,,0,0,,3,,,,,,,Matches
87,Antonio Blanco,es ESP,MF,Cádiz,22,2000,3,158,53,4.6,1.8,2,67,0,1,25,9,0.00,1,6,-5,-2.85,-2.35,Matches
88,Lautaro Blanco,ar ARG,"DF,MF",Elche,23,1999,17,872,51,25.5,9.7,9,70,2,8,31,6,1.00,9,16,-7,-0.72,+0.34,Matches
89,Theo Bongonda,cd COD,MF,Cádiz,26,1995,31,1938,63,56.7,21.5,24,72,4,7,30,5,1.19,19,25,-6,-0.28,+0.75,Matches
90,Yassine Bounou,ma MAR,GK,Sevilla,31,1991,25,2151,86,62.9,23.9,25,86,23,0,,12,1.04,27,42,-15,-0.63,-1.19,Matches
91,Lucas Boyé,ar ARG,FW,Elche,26,1996,35,2462,70,72.0,27.4,29,81,14,6,21,0,0.69,24,47,-23,-0.84,+0.47,Matches
92,Martin Braithwaite,dk DEN,"FW,MF",Espanyol,31,1991,31,2456,79,71.8,27.3,29,83,14,2,29,0,0.94,35,46,-11,-0.40,+0.16,Matches
93,Darko Brašanac,rs SRB,MF,Osasuna,30,1992,25,1041,42,30.4,11.6,9,74,3,16,23,2,1.36,11,14,-3,-0.26,-0.18,Matches
94,Claudio Bravo,cl CHI,GK,Real Betis,39,1983,12,1080,90,31.6,12.0,12,90,12,0,,21,1.67,13,9,+4,+0.33,+0.29,Matches
95,Diego Bri,es ESP,FW,Atlético Madrid,19,2002,0,,,,,0,,0,0,,1,,,,,,,Matches
96,Ante Budimir,hr CRO,FW,Osasuna,31,1991,31,1798,58,52.6,20.0,22,73,3,9,20,6,1.48,22,19,+3,+0.15,+0.59,Matches
97,Manu Bueno,es ESP,MF,Sevilla,18,2004,2,149,75,4.4,1.7,2,75,1,0,,9,0.00,1,3,-2,-1.21,-1.07,Matches
98,Santiago Bueno,uy URU,DF,Girona,23,1998,34,3010,89,88.0,33.4,34,89,32,0,,0,1.44,55,48,+7,+0.21,+1.09,Matches
99,Sergio Busquets,es ESP,MF,Barcelona,34,1988,30,2339,78,68.4,26.0,28,81,17,2,30,4,2.43,41,11,+30,+1.15,-0.51,Matches
100,Leandro Cabrera,uy URU,DF,Espanyol,31,1991,32,2669,83,78.0,29.7,31,86,27,1,1,2,1.03,40,54,-14,-0.47,-0.11,Matches
101,Cala,es ESP,DF,Cádiz,32,1989,3,137,46,4.0,1.5,1,72,0,2,33,9,0.67,0,3,-3,-1.97,-1.42,Matches
102,Fernando Calero,es ESP,"DF,MF",Espanyol,26,1995,27,1611,60,47.1,17.9,20,73,7,7,23,9,1.07,21,30,-9,-0.50,-0.10,Matches
103,Alexander Callens,pe PER,DF,Girona,30,1992,6,120,20,3.5,1.3,0,,0,6,20,7,1.83,1,0,+1,+0.75,+0.70,Matches
104,Dawda Camara,mr MTN,FW,Girona,19,2002,0,,,,,0,,0,0,,1,,,,,,,Matches
105,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,19,2002,37,2010,54,58.8,22.3,21,78,11,16,23,0,2.11,51,16,+35,+1.57,+1.31,Matches
106,Sergio Camello,es ESP,FW,Rayo Vallecano,21,2001,38,2401,63,70.2,26.7,27,78,4,11,26,0,1.29,36,38,-2,-0.07,+0.45,Matches
107,Sergio Canales,es ESP,MF,Real Betis,31,1991,31,2402,77,70.2,26.7,28,82,14,3,40,0,1.52,31,28,+3,+0.11,-0.06,Matches
108,Lucas Cañizares,es ESP,GK,Real Madrid,20,2002,0,,,,,0,,0,0,,6,,,,,,,Matches
109,Ander Capa,es ESP,DF,Athletic Club,30,1992,7,109,16,3.2,1.2,1,61,0,6,8,27,1.43,2,0,+2,+1.65,+1.60,Matches
110,Étienne Capoue,fr FRA,MF,Villarreal,34,1988,28,1955,70,57.2,21.7,22,82,12,6,25,1,1.50,33,26,+7,+0.32,-0.41,Matches
111,Isaac Carcelen,es ESP,DF,Cádiz,29,1993,27,2199,81,64.3,24.4,25,84,18,2,52,2,1.26,20,22,-2,-0.08,+1.47,Matches
112,Carlo,es ESP,MF,Villarreal,21,2001,0,,,,,0,,0,0,,4,,,,,,,Matches
113,Juan Carlos,es ESP,GK,Girona,34,1988,10,900,90,26.3,10.0,10,90,10,0,,28,0.80,14,18,-4,-0.40,-0.65,Matches
114,José Carlos Lazo,es ESP,MF,Almería,26,1996,1,20,20,0.6,0.2,0,,0,1,20,1,0.00,0,1,-1,-4.50,-4.10,Matches
115,José Carlos Lazo,es ESP,MF,Espanyol,26,1996,10,159,16,4.6,1.8,0,,0,10,16,23,0.90,7,2,+5,+2.83,+3.44,Matches
116,Carmona,es ESP,DF,Sevilla,20,2002,10,527,53,15.4,5.9,5,69,1,5,36,5,1.00,6,11,-5,-0.85,-0.79,Matches
117,Carmona,es ESP,"MF,DF",Elche,20,2002,9,589,65,17.2,6.5,8,72,2,1,15,0,1.00,5,10,-5,-0.76,+0.25,Matches
118,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,28,1993,35,2317,66,67.7,25.7,26,77,7,9,36,1,2.06,43,25,+18,+0.70,-0.85,Matches
119,Sergio Carreira,es ESP,"DF,MF",Villarreal,21,2000,0,,,,,0,,0,0,,1,,,,,,,Matches
120,Coke Carrillo,es ESP,GK,Celta Vigo,20,2002,0,,,,,0,,0,0,,17,,,,,,,Matches
121,Dani Carvajal,es ESP,DF,Real Madrid,30,1992,27,1784,66,52.2,19.8,20,82,8,7,20,5,1.96,38,22,+16,+0.81,-0.46,Matches
122,William Carvalho,pt POR,MF,Real Betis,30,1992,33,2438,74,71.3,27.1,31,77,14,2,22,0,1.70,35,26,+9,+0.33,+0.70,Matches
123,Marc Casado,es ESP,MF,Barcelona,18,2003,0,,,,,0,,0,0,,8,,,,,,,Matches
124,Casemiro,br BRA,MF,Real Madrid,30,1992,1,8,8,0.2,0.1,0,,0,1,8,0,3.00,0,0,0,0.00,-1.03,Matches
125,Kiko Casilla,es ESP,GK,Getafe,35,1986,0,,,,,0,,0,0,,37,,,,,,,Matches
126,Valentín Castellanos,ar ARG,FW,Girona,23,1998,35,2597,74,75.9,28.9,33,77,8,2,22,0,1.29,43,41,+2,+0.07,-0.04,Matches
127,Samu Castillejo,es ESP,"FW,MF",Valencia,27,1995,25,1362,54,39.8,15.1,17,70,3,8,21,4,0.88,14,15,-1,-0.07,+0.02,Matches
128,Catena,es ESP,DF,Rayo Vallecano,27,1994,35,3103,89,90.7,34.5,35,89,32,0,,0,1.34,41,48,-7,-0.20,+0.08,Matches
129,Edinson Cavani,uy URU,FW,Valencia,35,1987,25,1449,58,42.4,16.1,20,69,4,5,14,1,0.88,18,15,+3,+0.19,+0.46,Matches
130,Dani Ceballos,es ESP,MF,Real Madrid,25,1996,30,1564,52,45.7,17.4,19,74,5,11,15,3,2.17,26,14,+12,+0.69,-0.62,Matches
131,Iván Cédric,es ESP,FW,Valladolid,20,2001,0,,,,,0,,0,0,,3,,,,,,,Matches
132,Álex Centelles,es ESP,"DF,MF",Almería,24,1997,15,1123,75,32.8,12.5,11,88,9,4,38,12,1.06,19,21,-2,-0.16,+0.39,Matches
133,Franco Cervi,ar ARG,MF,Celta Vigo,28,1994,36,1894,53,55.4,21.0,21,76,6,15,21,1,1.11,19,37,-18,-0.86,-1.33,Matches
134,Pep Chavarría,es ESP,MF,Rayo Vallecano,24,1998,16,366,23,10.7,4.1,2,68,0,14,17,18,1.75,7,7,0,0.00,+0.24,Matches
135,Pape Cheikh Diop,sn SEN,MF,Elche,24,1997,2,37,19,1.1,0.4,0,,0,2,19,10,0.33,2,1,+1,+2.43,+3.44,Matches
136,Andreas Christensen,dk DEN,DF,Barcelona,26,1996,23,1760,77,51.5,19.6,22,80,15,1,6,4,2.30,33,13,+20,+1.02,-0.60,Matches
137,Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,23,1999,37,2339,63,68.4,26.0,27,77,9,10,25,1,1.73,42,33,+9,+0.35,-0.49,Matches
138,Chumi,es ESP,DF,Almería,23,1999,21,1489,71,43.5,16.5,15,89,13,6,27,9,1.10,20,30,-10,-0.60,-0.32,Matches
139,Víctor Chust,es ESP,DF,Cádiz,22,2000,14,965,69,28.2,10.7,10,78,8,4,48,4,0.86,7,20,-13,-1.21,-0.85,Matches
140,Pathé Ciss,sn SEN,MF,Rayo Vallecano,28,1994,32,1282,40,37.5,14.2,12,77,6,20,18,6,1.47,9,27,-18,-1.26,-1.68,Matches
141,Carlos Clerc,es ESP,"DF,MF",Elche,30,1992,32,2639,82,77.2,29.3,31,84,21,1,22,5,0.72,24,50,-26,-0.89,+0.38,Matches
142,Manu Cocca,ar ARG,DF,Elche,19,2002,0,,,,,0,,0,0,,2,,,,,,,Matches
143,Álex Collado,es ESP,MF,Elche,23,1999,15,722,48,21.1,8.0,8,64,2,7,30,12,,6,18,-12,-1.50,-0.66,Matches
144,Diego Collado,es ESP,"FW,MF",Villarreal,21,2001,2,6,3,0.2,0.1,0,,0,2,3,1,1.50,1,0,+1,+15.00,+14.53,Matches
145,Eray Cömert,ch SUI,DF,Valencia,24,1998,23,1672,73,48.9,18.6,19,84,15,4,20,12,1.22,22,22,0,0.00,+0.15,Matches
146,Santi Comesaña,es ESP,MF,Rayo Vallecano,25,1996,35,2451,70,71.7,27.2,29,77,7,6,36,0,1.20,36,33,+3,+0.11,+1.13,Matches
147,Diego Conde,es ESP,GK,Getafe,23,1998,0,,,,,0,,0,0,,36,,,,,,,Matches
148,Martín Conde,es ESP,DF,Celta Vigo,19,2003,0,,,,,0,,0,0,,2,,,,,,,Matches
149,Copete,es ESP,DF,Mallorca,22,1999,28,2206,79,64.5,24.5,27,81,16,1,14,6,1.39,22,26,-4,-0.16,-0.01,Matches
150,Francis Coquelin,fr FRA,MF,Villarreal,31,1991,16,748,47,21.9,8.3,9,68,1,7,19,1,1.38,10,6,+4,+0.48,-0.02,Matches
151,Jesús Corona,mx MEX,MF,Sevilla,29,1993,4,111,28,3.2,1.2,1,62,0,3,16,9,0.75,3,2,+1,+0.81,+1.03,Matches
152,Adrián Corral,es ESP,DF,Atlético Madrid,19,2003,0,,,,,0,,0,0,,2,,,,,,,Matches
153,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,27,1995,35,1455,42,42.5,16.2,13,69,1,22,25,1,1.94,29,15,+14,+0.87,-0.19,Matches
154,Thierry Correia,pt POR,DF,Valencia,23,1999,27,2009,74,58.7,22.3,24,81,14,3,19,0,1.19,27,26,+1,+0.04,+0.30,Matches
155,Jaume Costa,es ESP,DF,Mallorca,34,1988,32,2599,81,76.0,28.9,30,84,19,2,45,1,1.44,31,32,-1,-0.03,+0.51,Matches
156,Samu Costa,pt POR,MF,Almería,21,2000,32,1989,62,58.2,22.1,22,83,15,10,16,6,1.16,23,47,-24,-1.09,-1.59,Matches
157,Thibaut Courtois,be BEL,GK,Real Madrid,30,1992,31,2790,90,81.6,31.0,31,90,31,0,,1,2.10,61,29,+32,+1.03,+0.03,Matches
158,Yan Couto,br BRA,"MF,DF",Girona,20,2002,25,1158,46,33.9,12.9,12,77,5,13,18,4,1.12,20,15,+5,+0.39,+0.47,Matches
159,Cristian,es ESP,GK,Valencia,24,1998,0,,,,,0,,0,0,,26,,,,,,,Matches
160,Juan Cruz Armada,es ESP,DF,Osasuna,30,1992,27,2062,76,60.3,22.9,21,89,20,6,31,9,1.33,21,27,-6,-0.26,-0.33,Matches
161,Juan Cruz,es ESP,MF,Real Betis,22,2000,6,178,30,5.2,2.0,1,63,0,5,23,12,1.33,5,2,+3,+1.52,+1.46,Matches
162,Jorge Cuenca,es ESP,DF,Villarreal,22,1999,10,506,51,14.8,5.6,5,84,4,5,17,28,1.40,5,7,-2,-0.36,-1.00,Matches
163,Braian Cufré,ar ARG,"MF,DF",Mallorca,25,1996,5,220,44,6.4,2.4,2,90,2,3,13,13,0.80,2,2,0,0.00,+0.17,Matches
164,Matheus Cunha,br BRA,"MF,FW",Atlético Madrid,23,1999,11,377,34,11.0,4.2,2,68,0,9,27,2,1.82,10,6,+4,+0.95,-0.02,Matches
165,Curro,es ESP,"FW,MF",Almería,26,1996,2,43,22,1.3,0.5,0,,0,2,22,1,1.50,0,2,-2,-4.19,-3.81,Matches
166,Arnaut Danjuma,nl NED,FW,Villarreal,25,1997,10,479,48,14.0,5.3,6,69,2,4,16,2,1.40,4,7,-3,-0.56,-1.24,Matches
167,Sergi Darder,es ESP,MF,Espanyol,28,1993,38,3320,87,97.1,36.9,38,87,31,0,,0,0.97,51,64,-13,-0.35,+3.25,Matches
168,Lulo Dasilva,es ESP,MF,Sevilla,19,2002,0,,,,,0,,0,0,,1,,,,,,,Matches
169,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,28,1994,30,1923,64,56.2,21.4,24,74,5,6,27,3,2.07,40,20,+20,+0.94,-0.09,Matches
170,Alberto Del Moral,es ESP,MF,Villarreal,22,2000,1,5,5,0.1,0.1,0,,0,1,5,1,0.00,0,0,0,0.00,-0.50,Matches
171,Thomas Delaney,dk DEN,MF,Sevilla,30,1991,8,309,39,9.0,3.4,2,62,0,6,31,6,0.25,2,7,-5,-1.46,-1.40,Matches
172,Fran Delgado,es ESP,DF,Real Betis,21,2001,1,12,12,0.4,0.1,0,,0,1,12,3,3.00,0,0,0,0.00,-0.13,Matches
173,Ousmane Dembélé,fr FRA,FW,Barcelona,25,1997,25,1410,56,41.2,15.7,16,73,3,9,28,0,2.36,32,11,+21,+1.34,+0.04,Matches
174,Mouctar Diakhaby,gn GUI,DF,Valencia,25,1996,29,2446,84,71.5,27.2,28,86,24,1,36,4,1.14,34,29,+5,+0.18,+0.92,Matches
175,Mamady Diarra,ml MLI,MF,Cádiz,22,2000,2,66,33,1.9,0.7,1,61,0,1,5,2,0.00,0,1,-1,-1.36,-0.77,Matches
176,Youba Diarra,ml MLI,MF,Cádiz,24,1998,5,98,20,2.9,1.1,1,45,0,4,13,15,1.00,0,5,-5,-4.59,-4.10,Matches
177,Sergio Diez Roldan,es ESP,DF,Atlético Madrid,19,2003,0,,,,,0,,0,0,,10,,,,,,,Matches
